relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
42367016@1_0-42367016@1_35,42367016@1,Astrid Stampe Feddersen-Rigmor Stampe Bendix,,0.428,"{Astrid,Stampe,Feddersen,Astrid,Stampe,Feddersen,"","",usually,known,as,Astrid,Stampe,"","",-LRB-,born,Baroness,Stampe,;,19,December,1852,16,April,1930,-RRB-,was,a,Danish,women,'s,rights,activist,and,sister,of,Rigmor,Stampe,Bendix,.}",0,3,35,3,3,"{people_between_bucket=2,""BETW_L_[nn nsubj prep_of]"",NGRAM_1_[bear],NGRAM_1_[woman],NGRAM_1_[16],NGRAM_1_[sister]}","{-1.84245,1.34313,-0.499701,0.449204,0.285719,-0.270853}"
351785@17_3-351785@17_6,351785@17,Cathy Jones-Paul Hannon,t,1,"{In,1996,"","",Jones,married,painter,Paul,Hannon,"","",and,the,union,produced,a,daughter,"","",Eleanor,.}",3,1,6,2,2,"{NGRAM_1_[marry],""BETW_[nsubj marry dobj]"",""BETW_D_[nsubj marry dobj]"",""BETW_L_[nsubj dobj]"",people_between_bucket=0,NGRAM_1_[painter]}","{3.94937,1.39577,1.39577,1.04039,-0.866341,0.131187}"
10512351@9_1-10512351@9_6,10512351@9,"Robert Smith, 1st Baron Carrington-Anne",,0.96,"{Lord,Carrington,married,"","",firstly,"","",Anne,"","",daughter,of,Lewyns,Boldero-Barnard,"","",in,1780,.}",1,1,6,1,1,"{NGRAM_1_[marry],people_between_bucket=0,NGRAM_1_[firstly],""BETW_[nsubj marry csubj]"",""BETW_D_[nsubj marry csubj]"",""BETW_L_[nsubj csubj]""}","{3.94937,-0.866341,0.0599032,0.000282007,0.000282007,0.000282007}"
24206680@12_4-24206680@12_7,24206680@12,Camellia Okpodu-Marshall Rauch,,0.29,"{Before,joining,NSU,"","",Okpodu,was,the,Marshall,Rauch,Distinguished,Professor,at,Elizabeth,City,State,University,-LRB-,Elizabeth,City,"","",North,Carolina,-RRB-,.}",4,1,7,2,2,"{people_between_bucket=0,""BETW_L_[nsubj nn]""}","{-0.866341,0.0117313}"
17893977@49_10-17893977@49_28,17893977@49,Herbert Zipper-Ernesto Vallejo,,0.326,"{With,the,arrival,of,American,forces,on,Luzon,Island,"","",Zipper,set,out,to,reconstitute,his,disbanded,orchestra,"","",though,some,members,had,not,survived,"","",including,concertmaster,Ernesto,Vallejo,.}",10,1,28,2,2,"{people_between_bucket=0,NGRAM_1_[survive],NGRAM_1_[though],NGRAM_1_[set],NGRAM_1_[include],""BETW_L_[nsubj prep_including]""}","{-0.866341,0.419621,-0.157842,0.144225,-0.0698629,0.0179868}"
184472@1_0-184472@1_11,184472@1,Johannes Müller-Hans,,0.12,"{Johannes,M,ller,Johannes,M,ller,"","",Johann,M,ller,or,Hans,M,ller,is,the,name,of,:}",0,1,11,1,1,"{people_between_bucket=2,NGRAM_1_[ller],""BETW_L_[nn nsubj ccomp nsubj conj_or nn]""}","{-1.84245,-0.0883784,-0.000671493}"
1313416@26_34-1313416@26_17,1313416@26,"John Ruthven, 3rd Earl of Gowrie-Thomas Erskine",,0.216,"{As,he,set,out,"","",accompanied,by,the,Duke,of,Lennox,"","",the,Earl,of,Mar,"","",Thomas,Erskine,and,others,"","",he,was,approached,by,twenty-year-old,Alexander,Ruthven,"","",a,younger,brother,of,John,Ruthven,.}",34,2,17,2,2,"{INV_NGRAM_1_[brother],INV_NGRAM_1_[younger],""INV_NGRAM_2_[younger brother]"",INV_NGRAM_1_[approach],INV_NGRAM_1_[twenty-year-old],""INV_BETW_L_[prep_of appos agent vmod agent conj_and]""}","{-0.589882,-0.236383,-0.210095,-0.209247,0.00537266,0.00537266}"
37399739@8_6-37399739@8_8,37399739@8,Fanny Talbot-Ruskin,,0.25,"{At,the,end,of,1874,"","",Talbot,made,Ruskin,an,offer,"","",through,a,mutual,friend,"","",for,the,Guild,of,St,George,"","",of,twelve,or,thirteen,cottages,and,a,4.5-acre,area,of,land,at,Barmouth,.}",6,1,8,1,1,"{people_between_bucket=0,NGRAM_1_[make],""BETW_L_[nsubj iobj]"",""BETW_[nsubj make iobj]"",""BETW_D_[nsubj make iobj]"",WORD_SEQ_[made]}","{-0.866341,-0.592789,0.157348,-0.0183276,-0.0183276,-0.00502583}"
23687201@17_24-23687201@17_16,23687201@17,Kjell Fjalsett-Tore Aas,,0.584,"{The,song,"","",titled,``,Gullfeber,'',-LRB-,`,Gold,Fever,',-RRB-,was,written,by,Tore,Aas,and,Jan,Linnsund,"","",performed,by,Kjell,Fjalsett,and,Anne,Lise,Gj,st,l,"","",and,selected,by,a,jury,of,three,.}",24,2,16,2,2,"{INV_NGRAM_1_[perform],""INV_BETW_L_[agent vmod conj_and]""}","{0.132232,0.0950712}"
20350377@3_0-20350377@3_10,20350377@3,Fred Bell-Mary Ellen Pleasant,,0.324,"{Bell,'s,father,had,been,an,associate,of,African-American,businesswoman,Mary,Ellen,Pleasant,"","",and,with,her,assistance,he,had,built,a,fortune,of,$,30,million,.}",0,1,10,3,3,"{people_between_bucket=0,NGRAM_1_[businesswoman],NGRAM_1_[father],NGRAM_1_[african-american],""NGRAM_2_['s father]"",NGRAM_1_[associate]}","{-0.866341,0.291306,-0.272044,0.259081,-0.256845,0.0913295}"
41476995@16_0-41476995@16_4,41476995@16,Jami Rogers-Anderson-Mozart,,0.266,"{Rogers-Anderson,appeared,in,other,Mozart,operas,playing,Zerlina,in,``,Don,Giovanni,'',"","",Servilia,in,``,La,clemenza,di,Tito,'',"","",Susanna,in,``,The,Marriage,of,Figaro,'',and,Aspasia,in,``,Mitridate,"","",re,di,Ponto,'',.}",0,1,4,1,1,"{people_between_bucket=0,NGRAM_1_[appear],""BETW_L_[nsubj prep_in nn]"",""BETW_[nsubj appear prep_in opera nn]"",""BETW_D_[nsubj appear prep_in opera nn]""}","{-0.866341,-0.279161,-0.00790364,0.00394637,0.00394637}"
10393916@3_0-10393916@3_5,10393916@3,Bryan Crawford-Glenn Crawford,,0.256,"{Bryan,is,the,son,of,Glenn,and,Elaine,Crawford,.}",0,1,5,2,2,"{people_between_bucket=0,NGRAM_1_[son],""BETW_L_[nsubj null null]""}","{-0.866341,-0.529445,0.286091}"
8667899@17_4-8667899@17_13,8667899@17,Jan van Beveren-Wil,,0.144,"{In,1958,"","",the,Van,Beveren,family,moved,to,Emmen,"","",where,father,Wil,could,get,a,job,at,the,local,newspaper,.}",4,2,13,1,1,"{people_between_bucket=0,NGRAM_1_[father],""NGRAM_2_[family move]"",NGRAM_1_[move],NGRAM_1_[family],""BETW_L_[nn nsubj prep_to rcmod nsubj]""}","{-0.866341,-0.272044,-0.253077,0.20972,-0.154941,-0.0501677}"
31421411@52_3-31421411@52_27,31421411@52,Rick Ahearn-Nixon,,0.068,"{In,2004,"","",Ahearn,-LRB-,together,with,James,Hooley,-RRB-,was,called,upon,by,the,Reagan,family,to,oversee,the,arrangements,for,the,first,presidential,funeral,since,Nixon,s,in,1994,.}",3,1,27,1,1,"{people_between_bucket=2,NGRAM_1_[call],NGRAM_1_[family],NGRAM_1_[first],NGRAM_1_[since],NGRAM_1_[together]}","{-1.84245,-0.280415,-0.154941,0.152989,-0.134278,0.11966}"
2769747@8_4-2769747@8_16,2769747@8,Gail Carson Levine-Peter Pan,,0.1,"{As,a,child,"","",Levine,read,avidly,;,her,favorite,book,was,James,M.,Barrie,'s,Peter,Pan,"","",and,she,also,enjoyed,the,works,of,Louisa,May,Alcott,and,L.,M.,Montgomery,.}",4,1,16,2,2,"{people_between_bucket=2,NGRAM_1_[read],NGRAM_1_[favorite],""BETW_L_[nsubj parataxis]"",NGRAM_1_[book],NGRAM_1_['s]}","{-1.84245,-0.197994,-0.184698,0.171826,-0.0608681,-0.0459589}"
35198849@13_15-35198849@13_6,35198849@13,Bessie Bellwood-Catherine,,0.316,"{In,1876,"","",aged,20,"","",Catherine,`,Kate,',Mahoney,assumed,the,stage,name,Bessie,Bellwood,and,made,her,music,hall,debut,at,Bermondsey,in,London,"","",where,she,had,been,a,rabbit,puller,"","",or,skin-dresser,"","",in,a,local,factory,.}",15,2,6,1,1,"{INV_NGRAM_1_[name],INV_NGRAM_1_[stage],""INV_NGRAM_2_[stage name]"",INV_NGRAM_1_[assume],""INV_BETW_L_[dobj nsubj nn]""}","{-0.545694,-0.172971,0.133851,-0.0589189,0.012217}"
4430004@30_0-4430004@30_5,4430004@30,John Plunkett-Cowper,,0.358,"{Plunkett,was,then,reconciled,with,Cowper,"","",and,from,August,1865,to,January,1866,was,Attorney-General,in,the,fourth,Cowper,ministry,.}",0,1,5,1,1,"{people_between_bucket=0,""BETW_L_[nsubjpass prep_with]"",""BETW_[nsubjpass reconcile prep_with]"",""BETW_D_[nsubjpass reconcile prep_with]"",NGRAM_1_[reconcile]}","{-0.866341,0.284832,-0.00709192,-0.00709192,-0.000455562}"
21802024@10_0-21802024@10_15,21802024@10,Anselmo Piccoli-Burzaco,,0.876,"{Piccoli,married,Lydia,Langbart,in,1944,and,"","",relocating,to,the,Buenos,Aires,suburb,of,Burzaco,"","",he,devoted,himself,to,family,and,"","",though,he,continued,to,paint,"","",his,art,show,appearances,became,less,frequent,.}",0,1,15,1,1,"{NGRAM_1_[marry],people_between_bucket=2,NGRAM_1_[1944],NGRAM_1_[relocate],NGRAM_1_[suburb],""BETW_L_[nsubj xcomp prep_to prep_of]""}","{3.94937,-1.84245,-0.0991617,-0.0807925,0.0411645,0.0368275}"
14757488@27_7-14757488@27_16,14757488@27,Ron Halcombe-George Hele,,0.084,"{During,his,time,in,South,Australia,"","",Halcombe,had,played,in,matches,officiated,by,Test,umpire,George,Hele,without,his,action,being,called,into,question,.}",7,1,16,2,2,"{people_between_bucket=0,NGRAM_1_[play],NGRAM_1_[match],NGRAM_1_[test],""BETW_L_[nsubj prep_in vmod agent]"",NGRAM_1_[officiate]}","{-0.866341,-0.611985,-0.605952,-0.132082,0.0558999,-0.0201405}"
27040490@2_0-27040490@2_14,27040490@2,Christopher Pitchford-Mary,,0.182,"{Pitchford,was,educated,at,Queen,'s,College,"","",Taunton,and,studied,Law,at,Queen,Mary,"","",University,of,London,and,was,called,to,the,Bar,in,1969,"","",becoming,a,Bencher,of,Middle,Temple,in,1996,.}",0,1,14,1,1,"{people_between_bucket=0,NGRAM_1_[law],NGRAM_1_[study],NGRAM_1_[educate],NGRAM_1_['s],""NGRAM_2_[study law]""}","{-0.866341,-0.198389,-0.194059,0.0817364,-0.0459589,0.00486012}"
13204803@1_0-13204803@1_12,13204803@1,Derek Kavanagh-Cork,,0.126,"{Derek,Kavanagh,Derek,Kavanagh,-LRB-,born,29,October,1980,in,Ballyphehane,"","",Cork,"","",Ireland,-RRB-,is,an,Irish,sportsperson,.}",0,2,12,1,1,"{people_between_bucket=2,NGRAM_1_[bear],NGRAM_1_[1980],NGRAM_1_[29],""BETW_L_[nn dep prep_in appos]"",""NGRAM_2_[bear 29]""}","{-1.84245,-0.499701,0.245565,0.160426,-0.0192921,-0.0173233}"
143563@1_0-143563@1_17,143563@1,Lewis-Harris,,0.188,"{Lewis,Lewis,-LRB-,"","","","",also,Isle,of,Lewis,-RRB-,is,the,northern,part,of,Lewis,and,Harris,"","",the,largest,island,of,the,Western,Isles,or,Outer,Hebrides,-LRB-,an,archipelago,-RRB-,of,Scotland,.}",0,1,17,1,1,"{people_between_bucket=2,""BETW_L_[nn nsubj prep_of conj_and]"",NGRAM_1_[part],NGRAM_1_[also],NGRAM_1_[northern],""NGRAM_2_[northern part]""}","{-1.84245,0.0736497,0.0699954,-0.0555491,0.0534739,0.00510658}"
41890943@16_0-41890943@16_14,41890943@16,James Risdon Bennett-Henry Page of Rose Hill,,0.838,"{Bennett,married,"","",in,June,1841,"","",Ellen,Selfe,"","",daughter,of,the,Rev.,Henry,Page,of,Rose,Hill,"","",Worcester,"","",by,whom,he,had,nine,children,"","",of,whom,six,survived,.}",0,1,14,5,5,"{NGRAM_1_[marry],people_between_bucket=2,NGRAM_1_[daughter],NGRAM_1_[1841],""BETW_L_[nsubj dep appos prep_of prep_of]""}","{3.94937,-1.84245,-0.279094,-0.0479667,0.0184802}"
4658816@15_19-4658816@15_2,4658816@15,"William Larimer Mellon, Sr.-Mary Hill Taylor",t,0.57,"{Mellon,married,Mary,Hill,Taylor,"","",they,had,four,children,:,Rachel,Mellon,Walton,"","",Margaret,Mellon,Hitchcock,"","",William,Larimer,Mellon,"","",Jr.,"","",and,Matthew,Mellon,.}",19,3,2,3,3,"{INV_NGRAM_1_[child],""INV_BETW_L_[appos dep dobj]"",""INV_NGRAM_2_[four child]"",INV_NGRAM_1_[four]}","{0.453484,0.103068,-0.0758406,-0.0754143}"
418336@67_0-418336@67_16,418336@67,Charley Steiner-Chick Hearn,,0.248,"{Steiner,is,one,of,many,famed,sportscasters,to,come,out,of,Bradley,and,Peoria,"","",where,Chick,Hearn,"","",Ralph,Lawler,"","",Jack,Brickhouse,"","",Bill,King,and,Bob,Starr,all,got,their,starts,.}",0,1,16,2,2,"{people_between_bucket=0,NGRAM_1_[one],NGRAM_1_[famed],NGRAM_1_[many],NGRAM_1_[come],NGRAM_1_[sportscaster]}","{-0.866341,-0.205305,0.0921958,-0.0587899,-0.0337016,0.0296585}"
44564854@13_19-44564854@13_14,44564854@13,Rolf Schwanitz-Martin Dulig,,0.504,"{In,2009,"","",following,the,resignation,of,Thomas,Jurk,"","",and,until,his,successor,Martin,Dulig,was,elected,"","",Schwanitz,briefly,served,as,acting,regional,party,chairman,in,Saxony,.}",19,1,14,2,2,"{INV_NGRAM_1_[elect],""INV_BETW_[nn briefly nsubj serve parataxis elect nsubjpass successor dep]"",""INV_BETW_D_[nn briefly nsubj serve parataxis elect nsubjpass successor dep]"",""INV_BETW_L_[nn nsubj parataxis nsubjpass dep]""}","{-0.046362,0.00771392,0.00771392,0.00771392}"
5046985@4_0-5046985@4_29,5046985@4,Flora Stevenson-Alexander Shannan,,0.456,"{Stevenson,was,born,in,Glasgow,"","",the,youngest,daughter,of,James,Stevenson,-LRB-,1786,1866,-RRB-,"","",a,merchant,"","",and,his,wife,Jane,Stewart,Shannan,"","",daughter,of,Alexander,Shannan,"","",merchant,of,Greenock,.}",0,1,29,2,2,"{NGRAM_1_[wife],people_between_bucket=2,NGRAM_1_[bear],NGRAM_1_[youngest],NGRAM_1_[daughter],""NGRAM_2_[youngest daughter]""}","{2.90453,-1.84245,-0.499701,-0.330842,-0.279094,-0.108239}"
3696100@67_5-3696100@67_39,3696100@67,Jackie Lomax-Joe Fagin,,0.038,"{On,13,April,2012,"","",Lomax,played,on,the,50th,Anniversary,of,the,Hamburg,based,Star-Club,in,the,Kaiserkeller,"","",with,the,Star,Club,All-Star-Band,plus,Brian,Griffiths,-LRB-,Big,Three,-RRB-,"","",Bobby,Thompson,-LRB-,Dominoes,-RRB-,and,Joe,Fagin,-LRB-,Strangers,-RRB-,and,also,with,The,Undertakers,.}",5,1,39,2,2,"{people_between_bucket=2,NGRAM_1_[play],NGRAM_1_[base],NGRAM_1_[three],NGRAM_1_[anniversary],NGRAM_1_[plus]}","{-1.84245,-0.611985,-0.455192,-0.130504,-0.0913447,-0.0375739}"
3565631@28_0-3565631@28_13,3565631@28,Lisette Nieves-Bomba,,0.226,"{Nieves,enjoys,spending,her,free,time,with,her,family,and,listening,to,the,Bomba,and,Plena,"","",typical,music,of,Puerto,Rico,.}",0,1,13,1,1,"{people_between_bucket=0,NGRAM_1_[free],NGRAM_1_[family],NGRAM_1_[time],""BETW_L_[nsubj ccomp conj_and prep_to]"",NGRAM_1_[spend]}","{-0.866341,-0.200303,-0.154941,0.104883,-0.0800625,0.0714081}"
29603543@12_0-29603543@12_8,29603543@12,Henry Templeton-Davie Cooper,,0.278,"{Templeton,'s,hero,was,Rangers,and,Scotland,winger,Davie,Cooper,.}",0,1,8,2,2,"{people_between_bucket=0,NGRAM_1_[winger],NGRAM_1_[hero],NGRAM_1_['s],""BETW_L_[poss nsubj conj_and]"",""NGRAM_2_['s hero]""}","{-0.866341,-0.0799814,-0.0737618,-0.0459589,0.0417188,0.00131349}"
794380@51_0-794380@51_29,794380@51,Coke R. Stevenson-Lyndon Johnson,,0.23,"{Stevenson,'s,character,became,a,subject,of,historical,discussion,after,the,publication,of,``,Means,of,Ascent,'',"","",the,second,volume,of,Robert,Caro,'s,best-selling,biography,of,Lyndon,Johnson,"","",which,covers,the,disputed,1948,election,.}",0,1,29,2,2,"{people_between_bucket=2,NGRAM_1_[become],NGRAM_1_[biography],NGRAM_1_[second],NGRAM_1_[volume],""NGRAM_2_['s character]""}","{-1.84245,0.428981,0.232047,0.125443,0.111511,0.105333}"
29786639@48_0-29786639@48_17,29786639@48,Habeeb Salloum-Saliba,,0.106,"{Habeeb,was,born,to,Jiryas,Ya,`,qub,Salloum,-LRB-,father,-RRB-,and,Shams,-LRB-,n,e,Saliba,-RRB-,-LRB-,mother,-RRB-,in,the,Qaroun,.}",0,1,17,1,1,"{people_between_bucket=0,NGRAM_1_[n],NGRAM_1_[bear],NGRAM_1_[e],NGRAM_1_[father],""BETW_L_[nsubjpass dep dep]""}","{-0.866341,-0.666952,-0.499701,0.290941,-0.272044,-0.232794}"
2633327@26_0-2633327@26_5,2633327@26,Scipione-Berenice,,0.194,"{Scipione,tries,to,win,over,Berenice,and,proclaims,his,love,for,her,.}",0,1,5,1,1,"{people_between_bucket=0,NGRAM_1_[win],NGRAM_1_[try],""BETW_L_[nsubj xcomp prep_over]"",""BETW_[nsubj try xcomp win prep_over]"",""BETW_D_[nsubj try xcomp win prep_over]""}","{-0.866341,-0.385664,-0.0167724,-0.00501667,-0.00501667,-0.00501667}"
174139@11_0-174139@11_2,174139@11,Mutt Carey-Ory,,0.316,"{Carey,left,Ory,'s,band,in,1947,to,lead,a,group,under,his,own,name,.}",0,1,2,1,1,"{people_between_bucket=0,NGRAM_1_[leave],""BETW_L_[nsubj dobj poss]"",""BETW_D_[nsubj leave dobj band poss]"",""BETW_[nsubj leave dobj band poss]"",WORD_SEQ_[left]}","{-0.866341,0.253885,-0.128549,-0.0143877,-0.0143877,-0.00358019}"
21806176@3_6-21806176@3_30,21806176@3,George Seabrook Bryan-Andrew Gordon Magrath,,0.11,"{On,February,9,"","",1866,"","",Bryan,was,nominated,by,President,Andrew,Johnson,to,a,seat,on,the,United,States,District,Court,for,the,District,of,South,Carolina,vacated,by,Andrew,Gordon,Magrath,.}",6,1,30,3,3,"{people_between_bucket=2,NGRAM_1_[seat],NGRAM_1_[nominate],NGRAM_1_[vacate],""BETW_L_[nsubjpass prep_to prep_on prep_for vmod agent]""}","{-1.84245,-0.236026,0.113239,0.0418125,9.26461e-05}"
2993537@11_0-2993537@11_14,2993537@11,Susan Eldridge-Beyonc Knowles,,0.274,"{Eldridge,also,appears,in,the,2007,Arena,Sexiest,Girls,of,the,year,calendar,alongside,Beyonc,Knowles,"","",Gisele,B,ndchen,"","",Zoe,Duchesne,"","",Evangeline,Lilly,"","",Rihanna,"","",Eva,Green,"","",and,Hannah,Spearritt,.}",0,1,14,2,2,"{people_between_bucket=0,NGRAM_1_[alongside],NGRAM_1_[appear],NGRAM_1_[year],NGRAM_1_[2007],NGRAM_1_[also]}","{-0.866341,0.335512,-0.279161,-0.131147,-0.0819778,-0.0555491}"
25291056@8_0-25291056@8_21,25291056@8,"John II, Duke of Saxe-Lauenburg-Eric",,0.062,"{John,II,'s,father,John,I,resigned,from,dukedom,in,1282,in,favour,of,his,three,minor,sons,Albert,III,"","",Eric,I,"","",and,John,II,.}",0,2,21,1,1,"{people_between_bucket=2,NGRAM_1_[son],NGRAM_1_[father],""NGRAM_2_['s father]"",NGRAM_1_[resign],NGRAM_1_[three]}","{-1.84245,-0.529445,-0.272044,-0.256845,0.139162,-0.130504}"
355825@43_0-355825@43_18,355825@43,John Forsythe-Townsend,,0.114,"{Forsythe,introduces,the,series,',concept,during,its,opening,credits,:,On,every,episode,"","",Forsythe,"","",as,Townsend,"","",is,heard,over,a,speaker,phone,"","",instructing,the,eponymous,Angels,on,their,mission,for,the,episode,.}",0,1,18,1,1,"{people_between_bucket=1,NGRAM_1_[credit],NGRAM_1_[series],NGRAM_1_[opening],NGRAM_1_[episode],NGRAM_1_[introduce]}","{-1.41558,-0.371751,-0.151587,-0.106124,-0.0864884,-0.0688609}"
3651097@42_0-3651097@42_24,3651097@42,"David Craig, Baron Craig of Radley-Susan Craig",,0.846,"{Craig,married,Elisabeth,June,Derenburg,in,1955,:,they,have,two,children,:,The,Hon.,Christopher,Craig,-LRB-,born,1957,-RRB-,and,The,Hon.,Susan,Craig,-LRB-,born,1960,-RRB-,.}",0,1,24,2,2,"{NGRAM_1_[marry],people_between_bucket=2,NGRAM_1_[two],NGRAM_1_[bear],NGRAM_1_[1955],""BETW_L_[nsubj dep conj_and]""}","{3.94937,-1.84245,0.567792,-0.499701,-0.397117,-0.301715}"
4282137@37_3-4282137@37_18,4282137@37,James Courtney-Hamilton,,0.414,"{In,2010,"","",Courtney,his,best,season,to,date,"","",with,podiums,at,Adelaide,"","",Melbourne,GP,and,Hamilton,"","",and,five,race,wins,;,two,each,at,Queensland,Raceway,and,Winton,"","",and,one,at,Sandown,.}",3,1,18,1,1,"{NGRAM_1_[date],people_between_bucket=0,NGRAM_1_[season],NGRAM_1_[best],""NGRAM_2_[best season]"",NGRAM_1_[podium]}","{0.980929,-0.866341,-0.427482,0.0368877,-0.0128346,-0.0117077}"
22128649@6_0-22128649@6_9,22128649@6,"Agnes Leslie, Countess of Morton-William Leslie",,0.248,"{Agnes,had,three,sisters,and,two,elder,brothers,"","",William,and,Norman,Leslie,"","",Master,of,Rothes,whose,rights,of,inheritance,were,forfeited,as,a,result,of,both,having,been,implicated,in,the,murder,of,Cardinal,Beaton,in,1546,.}",0,1,9,2,2,"{people_between_bucket=0,NGRAM_1_[two],NGRAM_1_[brother],""BETW_L_[nsubj null null]"",NGRAM_1_[sister],NGRAM_1_[three]}","{-0.866341,0.567792,-0.487543,0.286091,-0.270853,-0.130504}"
17554284@33_16-17554284@33_2,17554284@33,William Alcott-Woodbridge,,0.244,"{Even,after,Woodbridge,lost,control,of,the,Journal,in,1836,and,became,its,foreign,editor,"","",Alcott,continued,to,write,for,the,publication,.}",16,1,2,1,1,"{INV_NGRAM_1_[lose],INV_NGRAM_1_[become],""INV_BETW_L_[nsubj advcl nsubj]"",INV_NGRAM_1_[editor],INV_NGRAM_1_[foreign],INV_NGRAM_1_[control]}","{-0.540807,-0.289251,-0.151307,-0.113947,-0.105005,0.0221894}"
2723479@7_0-2723479@7_6,2723479@7,Ella Hooper-Heidi,,0.398,"{Hooper,moved,to,Melbourne,after,Killing,Heidi,were,signed,to,a,recording,deal,with,Wah,Wah,Music,'s,Paul,Kosky,and,Chris,Robinson,.}",0,1,6,1,1,"{people_between_bucket=0,NGRAM_1_[move],""BETW_L_[nsubj advcl nsubjpass]"",""BETW_D_[nsubj move advcl sign nsubjpass]"",""BETW_[nsubj move advcl sign nsubjpass]""}","{-0.866341,0.20972,0.160533,-0.00769215,-0.00769215}"
39701469@19_21-39701469@19_0,39701469@19,James Bartram-Carey,,0.094,"{Carey,had,first,come,to,Perth,in,1835,and,he,returned,to,visit,England,in,1841,where,he,may,have,met,Bartram,through,Carter,who,was,also,visiting,England,at,this,time,.}",21,1,0,1,1,"{INV_NGRAM_1_[come],INV_NGRAM_1_[return],INV_NGRAM_1_[first],INV_NGRAM_1_[may],INV_NGRAM_1_[meet],""INV_NGRAM_2_[first come]""}","{-0.645323,-0.392875,-0.311058,-0.249351,-0.246829,-0.0699915}"
10961657@17_27-10961657@17_8,10961657@17,Fleuri Perron-Albert,,0.154,"{Though,he,had,been,one,of,many,St.,Albert,residents,to,sign,a,petition,in,1898,protesting,the,previously,unincorporated,community,'s,incorporation,as,a,village,"","",Perron,was,nevertheless,elected,to,the,first,St.,Albert,Town,Council,in,1904,as,a,councillor,.}",27,1,8,1,1,"{INV_NGRAM_1_['s],INV_NGRAM_1_[sign],INV_NGRAM_1_[previously],INV_NGRAM_1_[1898],INV_NGRAM_1_[resident],INV_NGRAM_1_[protest]}","{-1.237,-0.530642,0.307862,-0.115728,-0.111884,-0.084655}"
2146896@17_3-2146896@17_7,2146896@17,Alan Osmond-Dorothy Corwin,,0.276,"{In,2000,"","",Alan,Osmond,received,the,Dorothy,Corwin,Spirit,of,Life,Award,from,the,National,Multiple,Sclerosis,Society,.}",3,2,7,2,2,"{people_between_bucket=0,NGRAM_1_[receive],""BETW_L_[nsubj dobj nn]""}","{-0.866341,-0.137753,0.0117834}"
11715009@11_3-11715009@11_23,11715009@11,David fitz Walter of Cadzow-Walter Leslie,,0.166,"{The,name,of,David,fitz,Walter,'s,spouse,is,not,clear,"","",many,sources,suggest,that,she,was,Margaret,Leslie,"","",daughter,of,Walter,Leslie,and,Euphemia,of,Ross,.}",3,3,23,2,2,"{people_between_bucket=2,NGRAM_1_[spouse],NGRAM_1_[daughter],NGRAM_1_[suggest],NGRAM_1_[source],NGRAM_1_[clear]}","{-1.84245,1.00468,-0.279094,-0.19908,-0.19869,-0.082499}"
6729501@43_0-6729501@43_5,6729501@43,Scott Adsit-John Hodgman,,0.258,"{Adsit,starred,as,himself,in,John,Hodgman,'s,Netflix,comedy,special,'','',.}",0,1,5,2,2,"{people_between_bucket=0,""BETW_L_[nsubj prep_in poss]"",NGRAM_1_[star]}","{-0.866341,-0.202221,0.126191}"
718887@14_5-718887@14_16,718887@14,Otto Wels-Adolf Hitler,,0.27,"{On,March,23,"","",1933,Wels,was,the,only,member,of,the,Reichstag,to,speak,against,Adolf,Hitler,'s,Enabling,Act,-LRB-,the,``,Law,for,Removing,the,Distress,of,People,and,Reich,'',-RRB-,.}",5,1,16,2,2,"{people_between_bucket=0,NGRAM_1_[speak],NGRAM_1_[member],""BETW_L_[nsubj vmod prep_against poss]""}","{-0.866341,-0.19009,-0.0118877,-0.000763678}"
27436582@12_0-27436582@12_10,27436582@12,Jorrick Calvin-Ellis Hobbs,,0.402,"{Calvin,became,the,starting,kickoff,returner,for,the,Eagles,after,Ellis,Hobbs,suffered,an,injury,early,in,the,season,.}",0,1,10,2,2,"{people_between_bucket=0,NGRAM_1_[become],""BETW_L_[nsubj advcl nsubj]"",""NGRAM_2_[kickoff returner]"",""BETW_[nsubj become advcl suffer nsubj]"",""NGRAM_3_[start kickoff returner]""}","{-0.866341,0.428981,0.134004,-0.0129445,-0.0129445,-0.0129445}"
8462915@30_3-8462915@30_13,8462915@30,Ed Charles-Jackie,f,0.154,"{The,scene,depicts,Charles,',meeting,with,Jackie,Robinson,"","",when,-LRB-,after,Jackie,'s,train,had,long,since,departed,-RRB-,Charles,dashed,out,and,put,his,ear,to,the,train,tracks,"","",enthusiastically,declaring,that,he,could,still,hear,the,train,.}",3,1,13,1,1,"{people_between_bucket=2,NGRAM_1_[meeting],""BETW_L_[poss rcmod parataxis nsubj poss]"",""BETW_D_[poss meeting rcmod dash parataxis depart nsubj train poss]"",""BETW_[poss meeting rcmod dash parataxis depart nsubj train poss]""}","{-1.84245,0.151871,-0.00354886,-0.00354886,-0.00354886}"
31107047@54_5-31107047@54_12,31107047@54,Walter Irving Scott-Dai Vernon,,0.23,"{The,main,person,affected,with,Scott,'s,newfound,fame,and,praise,was,Dai,Vernon,.}",5,1,12,2,2,"{people_between_bucket=0,NGRAM_1_[praise],NGRAM_1_[fame],NGRAM_1_['s],""NGRAM_3_['s newfound fame]"",""BETW_[poss fame prep_with affect vmod person nsubj]""}","{-0.866341,-0.221311,-0.0685853,-0.0459589,0.0083792,0.0083792}"
