relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
20632706@70_35-20632706@70_43,20632706@70,Jonny Blu-Hui,,0.286,"{It,turned,out,that,a,major,force,in,the,Hong,Kong,and,Chinese,film,world,"","",Carl,Chang,"","",had,previously,taken,an,interest,in,Blu,but,was,unable,to,pursue,a,meeting,due,to,Blu,'s,contractual,obligations,to,his,manager,Mr.,Hui,.}",35,1,43,1,1,"{people_between_bucket=0,NGRAM_1_[manager],""BETW_L_[poss prep_to dep]"",NGRAM_1_['s],NGRAM_1_[contractual],""NGRAM_3_['s contractual obligation]""}","{-0.793769,-0.230982,0.137436,-0.0815833,0.00816038,0.00816038}"
42456685@2_9-42456685@2_28,42456685@2,Shapur Mishanshah-Hormizd,,0.918,"{He,was,the,second,son,of,the,Sassanian,shah,Shapur,I,"","",and,was,married,to,a,certain,queen,named,Denag,"","",who,bore,him,several,children,named,Hormizd,"","",Hormizdak,"","",Odabakht,"","",Bahram,"","",Shapur,"","",Peroz,"","",and,Shapurdukhtak,.}",9,1,28,1,1,"{NGRAM_1_[marry],people_between_bucket=1,NGRAM_1_[queen],NGRAM_1_[child],NGRAM_1_[bear],NGRAM_1_[several]}","{3.70834,-1.36314,0.716267,-0.238377,-0.227808,-0.104444}"
40094748@1_0-40094748@1_12,40094748@1,Robert Bransby Cooper-Furney Hill,,0.104,"{Robert,Bransby,Cooper,Robert,Bransby,Cooper,-LRB-,1762,1845,-RRB-,"","",of,Furney,Hill,"","",Dursley,"","",Gloucestershire,"","",was,an,English,politician,.}",0,3,12,2,2,"{people_between_bucket=2,""BETW_L_[nn prep_of]"",NGRAM_1_[1845],NGRAM_1_[1762],""NGRAM_2_[1762 1845]""}","{-1.89504,-0.181783,-0.104955,-0.0559767,-0.00979363}"
486809@48_8-486809@48_3,486809@48,Daniel Schorr-Schonfeld Turner,,0.418,"{In,1979,"","",Schonfeld,and,Ted,Turner,brought,Schorr,to,Cable,News,Network,-LRB-,CNN,-RRB-,"","",where,he,was,the,first,on-camera,employee,hired,.}",8,1,3,2,2,"{INV_NGRAM_1_[bring],""INV_BETW_L_[dobj null null]""}","{-0.29997,0.0925303}"
16588601@10_15-16588601@10_19,16588601@10,Juliet Simms-Tommy Simms,,0.18,"{Automatic,Loveletter,was,formed,in,2005,"","",with,Simms,on,guitar,and,lead,vocals,"","",Simms,',brother,"","",Tommy,Simms,"","",playing,bass,and,producing,"","",Daniel,Currier,on,drums,"","",and,bassist,"","",Sean,Noll,"","",contributing,occasionally,.}",15,1,19,2,2,"{people_between_bucket=0,NGRAM_1_[brother],""BETW_L_[poss conj_and]"",""BETW_D_[poss brother conj_and]"",""BETW_[poss brother conj_and]""}","{-0.793769,-0.719697,0.0411556,-0.00318446,-0.00318446}"
44125498@4_0-44125498@4_2,44125498@4,Carol Sanders-Kennedy,,0.74,"{Sanders,and,Kennedy,were,known,as,the,Belles,or,Southern,Belles,.}",0,1,2,1,1,"{people_between_bucket=0,BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and]}","{-0.793769,0.620813,0.618633,0.617181}"
9318071@2_0-9318071@2_23,9318071@2,Otto Nathan-Helen Dukas,,0.118,"{Nathan,was,a,close,friend,of,Albert,Einstein,for,many,years,and,was,designated,by,Einstein,as,co-trustee,of,his,literary,estate,with,Helen,Dukas,.}",0,1,23,2,2,"{people_between_bucket=2,NGRAM_1_[friend],NGRAM_1_[year],""NGRAM_2_[many year]"",NGRAM_1_[many],NGRAM_1_[close]}","{-1.89504,-0.323212,-0.303509,0.120916,0.0984267,0.0875848}"
20242066@18_0-20242066@18_11,20242066@18,Wendy Wyland-Carley,,0,"{Wyland,was,survived,by,her,husband,David,VanDerWoude,"","",her,stepdaughter,Carley,"","",and,daughter,Abigayle,.}",0,1,11,1,1,"{NGRAM_1_[husband],people_between_bucket=2,NGRAM_1_[survive],""BETW_L_[nsubjpass agent conj_and]"",NGRAM_1_[stepdaughter]}","{3.39502,-1.89504,0.254829,-0.071187,0.0307202}"
25289247@1_1-25289247@1_8,25289247@1,Lady Margaret Hoby-Dakins,,0.032,"{Lady,Margaret,Hoby,Lady,Margaret,Hoby,n,e,Dakins,-LRB-,1571,1633,-RRB-,was,an,English,diarist,of,the,Elizabethan,period,.}",1,2,8,1,1,"{people_between_bucket=2,""BETW_L_[nn nn]"",NGRAM_1_[n],NGRAM_1_[e],""NGRAM_2_[n e]"",""BETW_[nn n nn]""}","{-1.89504,-0.872143,-0.660198,0.129576,0.107699,-0.0181985}"
7016566@1_8-7016566@1_37,7016566@1,Suren Khachatryan-Goris,,0.028,"{Suren,Khachatryan,On,June,2,"","",2013,"","",Suren,Khachatryan,'s,son,shot,dead,Avetiik,Budaghyan,"","",the,brother,of,Artak,Budaghyan,"","",a,Nagorno-Karabakh,Republic,military,unit,commander,in,front,of,Suren,Khachatryan,'s,house,in,Goris,.}",8,2,37,1,1,"{people_between_bucket=2,NGRAM_1_[brother],NGRAM_1_[son],NGRAM_1_[front],NGRAM_1_[military],NGRAM_1_[house]}","{-1.89504,-0.719697,-0.589658,-0.148584,-0.138124,-0.122274}"
35270256@6_3-35270256@6_18,35270256@6,Nadja Michael-Dimitri Pittas,,0.1,"{In,2012,"","",Michael,made,her,Metropolitan,Opera,debut,"","",as,Lady,Macbeth,"","",opposite,Thomas,Hampson,and,Dimitri,Pittas,.}",3,1,18,2,2,"{people_between_bucket=2,NGRAM_1_[make],NGRAM_1_[debut],NGRAM_1_[opposite],NGRAM_1_[lady],""BETW_L_[nsubj prep_as conj_and]""}","{-1.89504,-0.267266,-0.113529,-0.0436237,0.0285274,-0.0217575}"
1025328@21_0-1025328@21_16,1025328@21,Edward Greenspan-Marc Rosenberg,,0.63,"{Greenspan,'s,former,partners,include,:,Michael,Moldaver,-LRB-,Supreme,Court,of,Canada,Judge,-RRB-,"","",Marc,Rosenberg,-LRB-,Judge,of,the,Ontario,Court,of,Appeal,-RRB-,"","",Marie,Henein,and,Todd,B.,White,.}",0,1,16,2,2,"{NGRAM_1_[partner],people_between_bucket=2,NGRAM_1_[former],""BETW_L_[poss nsubj dobj appos]"",""NGRAM_2_[former partner]"",NGRAM_1_[include]}","{1.94537,-1.89504,0.422138,0.168238,0.156599,-0.148421}"
400180@4_33-400180@4_3,400180@4,"Francis Hay, 9th Earl of Erroll-Huntly",,0.326,"{He,engaged,with,Huntly,and,Crawford,in,a,rebellion,in,the,north,of,Scotland,"","",but,their,forces,surrendered,at,Aberdeen,on,the,arrival,of,the,king,in,April,;,and,in,July,Erroll,gave,himself,up,to,James,"","",who,leniently,refrained,from,exacting,any,penalty,.}",33,1,3,1,1,"{INV_NGRAM_1_[force],INV_NGRAM_1_[arrival],INV_NGRAM_1_[king],INV_NGRAM_1_[surrender],INV_NGRAM_1_[rebellion],INV_NGRAM_1_[north]}","{-0.312104,-0.14288,-0.136162,-0.0364771,-0.0282472,0.0164041}"
25050353@14_1-25050353@14_25,25050353@14,Davy Knowles-Rory Gallagher,,0.098,"{As,Knowles,grew,older,"","",he,was,influenced,by,other,artists,like,Dire,Straits,that,he,found,in,his,father,'s,music,collection,such,as,Rory,Gallagher,"","",Eric,Clapton,"","",and,Robert,Johnson,.}",1,1,25,2,2,"{people_between_bucket=0,NGRAM_1_[father],NGRAM_1_[like],NGRAM_1_[older],NGRAM_1_[find],NGRAM_1_[influence]}","{-0.793769,-0.672953,-0.473149,-0.314082,0.304675,-0.266603}"
24649026@9_6-24649026@9_29,24649026@9,Tom Frost-John Salath,,0.326,"{On,September,12,"","",1961,"","",Frost,"","",along,with,Robbins,"","",began,the,first,ascent,of,the,Salath,Wall,on,El,Capitan,"","",named,for,pioneer,Yosemite,climber,John,Salath,.}",6,1,29,2,2,"{people_between_bucket=1,NGRAM_1_[begin],NGRAM_1_[along],NGRAM_1_[ascent],NGRAM_1_[climber],""NGRAM_2_[first ascent]""}","{-1.36314,0.700851,0.215867,-0.169628,0.0695343,-0.0682416}"
15463050@1_3-15463050@1_0,15463050@1,Roberto Peragón-Roberto Perag,f,0.208,"{Roberto,Perag,n,Roberto,Perag,n,Lacalle,-LRB-,born,7,February,1978,-RRB-,is,a,Spanish,professional,footballer,who,plays,for,CD,Puerta,Bonita,as,a,striker,.}",3,2,0,2,2,"{INV_NGRAM_1_[n],INV_WORD_SEQ_[n]}","{-1.07386,-0.516987}"
6080807@3_15-6080807@3_7,6080807@3,Barry Mannakee-Simone Simmons,,0.352,"{According,to,the,book,'','',by,Simone,Simmons,"","",published,29,June,2005,"","",Mannakee,soon,became,Diana,'s,closest,confidant,in,the,royal,circle,.}",15,1,7,2,2,"{INV_NGRAM_1_[publish],INV_NGRAM_1_[2005],INV_NGRAM_1_[29],""INV_NGRAM_2_[publish 29]"",""INV_BETW_D_[nsubj become pobj book prep_by]"",""INV_BETW_L_[nsubj pobj prep_by]""}","{-0.265093,-0.234905,-0.113278,-0.000728245,-0.000728245,-0.000728245}"
9430133@34_19-9430133@34_16,9430133@34,Mordechai Levy-Gavriel Newman,,0.346,"{An,initial,rally,planned,for,the,Congregation,Beth,Israel,was,canceled,after,the,synagogue,'s,Rabbi,Gavriel,Newman,noted,Levy,'s,statements,that,the,JDO,would,not,rule,out,violence,in,its,efforts,against,Duke,.}",19,1,16,2,2,"{INV_NGRAM_1_[note],""INV_BETW_L_[poss dobj nsubj]"",INV_WORD_SEQ_[noted],""INV_BETW_[poss statement dobj note nsubj]"",""INV_BETW_D_[poss statement dobj note nsubj]""}","{-0.361186,-0.216175,-0.00782852,-0.00521995,-0.00521995}"
1934790@3_0-1934790@3_42,1934790@3,Shah Alam II-Abdali,,0.148,"{Shah,Alam,faced,many,invasions,mainly,by,the,Emir,of,Afghanistan,"","",Ahmed,Shah,Abdali,"","",which,led,to,the,Third,Battle,of,Panipat,between,the,Maratha,Empire,"","",who,maintained,suzerainty,over,Mughal,affairs,in,Delhi,and,the,Afghans,led,by,Abdali,.}",0,2,42,1,1,"{people_between_bucket=2,NGRAM_1_[affair],NGRAM_1_[lead],NGRAM_1_[face],NGRAM_1_[maintain],NGRAM_1_[many]}","{-1.89504,1.03711,-0.425595,-0.276365,-0.11702,0.0984267}"
38152880@9_1-38152880@9_27,38152880@9,Raymond Chappetto-Howard Beach,,0.31,"{Bishop,Chappetto,served,as,parochial,vicar,of,Saint,Camillus,"","",Rockaway,Park,"","",St.,Pius,V,"","",Jamaica,"","",Incarnation,"","",Queens,Village,and,St.,Helen,"","",Howard,Beach,.}",1,1,27,2,2,"{people_between_bucket=0,NGRAM_1_[serve],NGRAM_1_[parochial],""NGRAM_2_[parochial vicar]"",NGRAM_1_[vicar],""BETW_L_[nsubj prep_as conj_and appos]""}","{-0.793769,0.0461676,-0.00842498,-0.00829745,-0.00203842,-5.41927e-05}"
5579087@8_0-5579087@8_14,5579087@8,Barbara Brooks Wallace-Joan Lowery Nixon,,0.09,"{Wallace,'s,books,are,often,compared,to,Lemony,Snicket,as,well,as,books,by,Joan,Lowery,Nixon,"","",a,four-time,recipient,of,the,Edgar,Award,"","",and,Beverly,Cleary,.}",0,1,14,3,3,"{people_between_bucket=2,NGRAM_1_[compare],NGRAM_1_[often],NGRAM_1_[well],NGRAM_1_['s],""NGRAM_2_['s book]""}","{-1.89504,-0.161462,-0.148612,-0.113767,-0.0815833,0.0664092}"
18291412@16_0-18291412@16_2,18291412@16,Sandy Smolan-Pamela Reed,t,0.974,"{Smolan,met,Pamela,Reed,when,directing,her,in,Rachel,River,"","",the,couple,married,in,1988,and,they,have,two,adoptive,children,Reed,and,Lily,.}",0,1,2,2,2,"{NGRAM_1_[meet],""BETW_L_[nsubj dobj]"",people_between_bucket=0,""BETW_D_[nsubj meet dobj]"",""BETW_[nsubj meet dobj]"",WORD_SEQ_[met]}","{1.83689,0.934511,-0.793769,0.753987,0.753987,0.506255}"
10426341@23_0-10426341@23_11,10426341@23,George Price Boyce-Rossetti,,0.416,"{Boyce,'s,diary,has,become,a,major,source,of,information,on,Rossetti,and,the,Pre-Raphaelite,Brotherhood,.}",0,1,11,1,1,"{people_between_bucket=0,NGRAM_1_[become],NGRAM_1_[major],NGRAM_1_[source],NGRAM_1_[diary],NGRAM_1_[information]}","{-0.793769,0.403565,-0.180597,0.150417,0.137604,-0.133372}"
543299@44_9-543299@44_18,543299@44,John Nunziata-Art Eggleton,,0.03,"{In,the,buildup,to,the,1993,federal,election,"","",Nunziata,criticized,Liberal,leader,Jean,Chr,tien,for,appointing,Art,Eggleton,over,a,local,candidate,in,York,Centre,.}",9,1,18,2,2,"{people_between_bucket=2,NGRAM_1_[appoint],NGRAM_1_[leader],NGRAM_1_[criticize],NGRAM_1_[liberal],""BETW_L_[nsubj prepc_for dobj]""}","{-1.89504,-0.544466,-0.485644,-0.258504,-0.10289,-0.00964937}"
44853925@7_0-44853925@7_13,44853925@7,Elvira Rahić-Dino,,0.898,"{Rahi,is,married,to,aban,Fori,and,together,they,have,a,son,named,Dino,.}",0,1,13,1,1,"{NGRAM_1_[marry],people_between_bucket=1,NGRAM_1_[son],""NGRAM_2_[son name]"",NGRAM_1_[together],""BETW_L_[nsubjpass conj_and dobj vmod dep]""}","{3.70834,-1.36314,-0.589658,0.356254,0.260571,0.00559952}"
163272@120_27-163272@120_8,163272@120,John Bonham-Ludwig,,0.3,"{Jimmy,Page,later,commented,:,In,2005,"","",Ludwig,reissued,Bonham,drum,kits,in,several,styles,and,"","",in,2007,"","",stainless,steel,kits,similar,to,those,Bonham,used,on,the,last,Led,Zeppelin,tours,in,the,1970s,.}",27,1,8,1,1,"{INV_NGRAM_1_[style],INV_NGRAM_1_[2007],INV_NGRAM_1_[similar],INV_NGRAM_1_[drum],INV_NGRAM_1_[several],""INV_NGRAM_2_[drum kit]""}","{-0.332212,-0.278742,-0.176539,-0.123445,-0.0803663,0.0159901}"
43976143@10_0-43976143@10_14,43976143@10,Grailey Berryhill-Adam Douglas Berryhill,,0.202,"{Grailey,Berryhill,was,born,on,August,17,"","",1896,in,McKenzie,"","",Tennessee,to,Adam,Douglas,Berryhill,and,Harriett,Costen,.}",0,2,14,3,3,"{people_between_bucket=1,NGRAM_1_[bear],NGRAM_1_[17],NGRAM_1_[1896],""BETW_L_[nsubjpass prep_on dep prep_in appos prep_to]""}","{-1.36314,-0.227808,0.114016,-0.106728,0.0128545}"
11464369@6_18-11464369@6_15,11464369@6,Mordecai Ghirondi-Nepi,,0.406,"{The,combined,work,was,published,by,Ephraim,Raphael,Ghirondi,"","",the,author,'s,son,:,Nepi,'s,and,Ghirondi,'s,were,printed,on,opposite,pages,-LRB-,Trieste,"","",1853,-RRB-,.}",18,1,15,1,1,"{INV_NGRAM_1_['s],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and]}","{-1.22484,0.264368,0.264239,0.263431}"
14939934@27_8-14939934@27_1,14939934@27,"Thomas H. Greco, Jr.-Brian Martin",,0.454,"{Professor,Brian,Martin,writes,in,his,review,of,Greco,'s,``,New,Money,for,Healthy,Communities,'',that,the,book,'s,purpose,is,to,describe,guidelines,for,establishing,a,local,currency,.}",8,1,1,2,2,"{INV_NGRAM_1_[write],INV_NGRAM_1_[review],""INV_BETW_L_[prep_of prep_in nsubj]"",""INV_BETW_[prep_of review prep_in write nsubj]"",""INV_BETW_D_[prep_of review prep_in write nsubj]""}","{-0.376052,0.0345987,0.00800173,-0.0031672,-0.0031672}"
35231959@15_4-35231959@15_6,35231959@15,Dieter Mahncke-Alfried Krupp von Bohlen,,0.358,"{From,1996,to,2010,Mahncke,was,Alfried,Krupp,von,Bohlen,und,Halbach,Professor,for,European,Foreign,Policy,and,Security,Studies,at,the,College,of,Europe,in,Bruges,.}",4,1,6,4,4,"{people_between_bucket=0,""BETW_L_[prep_to nsubj]""}","{-0.793769,0.125298}"
19562448@61_33-19562448@61_14,19562448@61,Christian Benteke-Neil Swarbrick,,0.144,"{On,2,November,2014,"","",Benteke,was,given,a,straight,red,card,by,referee,Neil,Swarbrick,for,pushing,the,face,of,Tottenham,Hotspur,'s,Ryan,Mason,after,Mason,had,stuck,his,face,in,Benteke,'s,chest,.}",33,1,14,2,2,"{INV_NGRAM_1_['s],INV_NGRAM_1_[face],INV_NGRAM_1_[push],INV_NGRAM_1_[stick],""INV_BETW_D_[poss chest prep_in stick advcl push prepc_for give agent]"",""INV_BETW_[poss chest prep_in stick advcl push prepc_for give agent]""}","{-1.22484,-0.290266,-0.169651,-0.0757686,0.0069126,0.0069126}"
41363300@13_2-41363300@13_21,41363300@13,Sabina Sciubba-Bebel Gilberto,,0.2,"{In,2008,Sabina,composes,and,sings,the,songs,``,Bring,Back,the,Love,'',and,``,Os,Novos,Yorkinos,'',on,Bebel,Gilberto,'s,album,"","",``,Momento,'',.}",2,1,21,2,2,"{people_between_bucket=0,NGRAM_1_[back],NGRAM_1_[song],NGRAM_1_[sing],NGRAM_1_[compose],NGRAM_1_[bring]}","{-0.793769,-0.598222,-0.182785,0.151455,0.0474439,-0.0285743}"
37612467@110_0-37612467@110_7,37612467@110,George Lyttleton-Rogers-Greta Konenberg,,0.974,"{Rogers,married,again,in,1939,to,Swiss-born,Greta,Konenberg,"","",a,fashion,travel,agent,to,whom,he,was,introduced,three,years,before,.}",0,1,7,2,2,"{NGRAM_1_[marry],people_between_bucket=0,""BETW_L_[nsubj prep_to]"",NGRAM_1_[1939],""BETW_D_[nsubj marry prep_to]"",""BETW_[nsubj marry prep_to]""}","{3.70834,-0.793769,0.778412,0.0694165,0.0590324,0.0590324}"
28328998@24_4-28328998@24_22,28328998@24,Paolo Tornaghi-Di Gennaro,,0.284,"{To,become,fit,"","",Tornaghi,also,played,for,``,Primavera,'',occasionally,as,overage,player,"","",also,due,to,the,health,of,Di,Gennaro,"","",Andrea,Sala,and,immature,of,Melgrati,and,Matteo,Cincilla,.}",4,1,22,2,2,"{people_between_bucket=0,NGRAM_1_[play],NGRAM_1_[health],NGRAM_1_[due],NGRAM_1_[occasionally],NGRAM_1_[also]}","{-0.793769,-0.530818,0.265242,-0.236504,0.125491,0.0531635}"
8922459@12_0-8922459@12_2,8922459@12,Duncan McKenzie-Lee,,0.756,"{McKenzie,and,Lee,had,their,differences,"","",with,the,result,that,McKenzie,did,n't,have,as,free,a,role,as,would,have,suited,him,.}",0,1,2,1,1,"{people_between_bucket=0,BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and]}","{-0.793769,0.620813,0.618633,0.617181}"
37958014@16_7-37958014@16_15,37958014@16,Ron Caragher-Aikman,,0.17,"{In,the,1989,Cotton,Bowl,"","",senior,Caragher,took,over,on,one,handoff,play,after,Aikman,lost,a,contact,lens,.}",7,1,15,1,1,"{people_between_bucket=0,NGRAM_1_[play],""BETW_L_[nsubj advcl nsubj]"",NGRAM_1_[one],NGRAM_1_[take],""NGRAM_2_[one handoff]""}","{-0.793769,-0.530818,-0.310057,-0.211186,0.0550437,-0.00641916}"
38596081@8_9-38596081@8_3,38596081@8,Henry Brarens Sloman-Hermann F,,0.542,"{It,was,also,Hermann,F,lsch,who,arranged,for,Sloman,getting,work,in,Iquique,where,he,later,acted,as,director,of,the,F,lsch,&,Martin,company,.}",9,1,3,2,2,"{INV_NGRAM_1_[arrange],INV_NGRAM_1_[lsch],""INV_BETW_D_[prep_for arrange rcmod lsch nn]"",""INV_BETW_[prep_for arrange rcmod lsch nn]"",""INV_BETW_L_[prep_for rcmod nn]""}","{0.185213,0.000792695,0.000792695,0.000792695,0.000792695}"
4682319@12_21-4682319@12_9,4682319@12,Feng Ba-Murong Bao,,0.086,"{Later,"","",in,407,"","",during,the,reign,of,Murong,Bao,'s,cruel,and,capricious,younger,brother,Murong,Xi,"","",both,Feng,Ba,and,his,brother,Feng,Sufu,-LRB-,-RRB-,somehow,offended,Murong,Xi,"","",and,they,hid,themselves,in,the,countryside,.}",21,2,9,2,2,"{INV_NGRAM_1_['s],INV_NGRAM_1_[brother],INV_NGRAM_1_[younger],""INV_NGRAM_2_[younger brother]"",""INV_NGRAM_2_['s cruel]"",INV_NGRAM_1_[cruel]}","{-1.22484,-0.839639,-0.182072,-0.0609269,-0.0125122,-0.0125122}"
12155931@11_0-12155931@11_22,12155931@11,Dean Barnett-Hewitt,,0.184,"{Barnett,was,known,for,his,thick,Boston,accent,-LRB-,earning,him,the,nickname,``,Chowdah,'',-RRB-,when,he,filled,in,on,Hewitt,'s,radio,show,.}",0,1,22,1,1,"{people_between_bucket=0,NGRAM_1_[know],NGRAM_1_[earn],NGRAM_1_[fill],NGRAM_1_[nickname],NGRAM_1_[accent]}","{-0.793769,-0.315991,-0.21077,-0.103427,-0.073786,-0.00663692}"
866013@112_8-866013@112_10,866013@112,William Donald Schaefer-Franchot,,0.774,"{The,campaign,initially,looked,like,a,struggle,between,Schaefer,and,Franchot,.}",8,1,10,1,1,"{people_between_bucket=0,BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and]}","{-0.793769,0.620813,0.618633,0.617181}"
39228722@29_29-39228722@29_0,39228722@29,Emanuel Leplin-Alexander Fried,,0.33,"{Alexander,Fried,"","",music,critic,of,the,``,San,Francisco,Examiner,'',wrote,:,-LRB-,It,has,-RRB-,incisive,modern,energy,"","",intricacy,"","",and,directness,...,Incidentally,"","",Leplin,proved,to,be,a,keenly,talented,conductor,.,''}",29,1,0,2,2,"{INV_NGRAM_1_[write],INV_NGRAM_1_[music],""INV_NGRAM_2_[music critic]"",INV_NGRAM_1_[...],INV_NGRAM_1_[modern],INV_NGRAM_1_[energy]}","{-0.376052,-0.122616,-0.0690603,-0.0638258,-0.0619637,-0.0444343}"
204063@74_2-204063@74_8,204063@74,Peter Arnett-Nina Nguyen,t,0.958,"{In,1964,Arnett,married,a,Vietnamese,woman,"","",Nina,Nguyen,;,they,had,two,children,"","",Elsa,and,Andrew,.}",2,1,8,2,2,"{NGRAM_1_[marry],people_between_bucket=0,NGRAM_1_[woman],""BETW_L_[prep_in dobj appos]"",""BETW_D_[prep_in marry dobj woman appos]"",""BETW_[prep_in marry dobj woman appos]""}","{3.70834,-0.793769,0.340791,-0.191337,-0.00109296,-0.00109296}"
31344569@72_0-31344569@72_10,31344569@72,Bartholomew Booth-Henry,,0.184,"{Bartholomew,Booth,was,thought,to,be,the,son,of,this,Henry,s,illegitimate,brother,.}",0,2,10,1,1,"{people_between_bucket=0,NGRAM_1_[son],NGRAM_1_[think],""BETW_L_[nsubjpass xcomp prep_of nn]"",""BETW_D_[nsubjpass think xcomp son prep_of brother nn]"",""BETW_[nsubjpass think xcomp son prep_of brother nn]""}","{-0.793769,-0.589658,-0.0484309,-0.00390646,-0.00390646,-0.00390646}"
1584216@97_11-1584216@97_23,1584216@97,Marc Maron-Jessica Sanchez,,0.688,"{On,the,October,14,"","",2013,episode,of,his,podcast,"","",Maron,announced,that,he,had,broken,up,with,his,former,fiancee,"","",Jessica,Sanchez,.}",11,1,23,2,2,"{NGRAM_1_[announce],people_between_bucket=0,NGRAM_1_[former],NGRAM_1_[fiancee],""NGRAM_2_[former fiancee]"",NGRAM_1_[break]}","{0.841577,-0.793769,0.422138,0.193682,-0.0639108,0.0584132}"
28000659@5_3-28000659@5_23,28000659@5,Julie Frost-Sara,,0.214,"{Most,recently,"","",Frost,wrote,the,end,credit,song,and,lead,single,for,the,``,Endless,Love,'',Soundtrack,performed,by,Tegan,and,Sara,and,co-wrote,``,Lift,Me,Up,'',featuring,Nico,and,Vinz,and,Ladysmith,Black,Mambazo,on,Guetta,'s,album,``,Listen,'',.}",3,1,23,1,1,"{people_between_bucket=1,NGRAM_1_[love],NGRAM_1_[lead],NGRAM_1_[single],NGRAM_1_[song],NGRAM_1_[perform]}","{-1.36314,0.855314,-0.425595,0.186644,-0.182785,-0.1585}"
9923903@23_25-9923903@23_3,9923903@23,Felix Makasiar-Javellana,,0.444,"{Relying,on,``,Javellana,'',and,``,Aquino,v.,Ponce-Enrile,'',-LRB-,which,affirmed,the,validity,of,the,1972,proclamation,of,martial,law,-RRB-,"","",Makasiar,wrote,that,Marcos,was,the,de,jure,incumbent,President,of,the,Philippines,.}",25,1,3,1,1,"{INV_NGRAM_1_[law],INV_NGRAM_1_[affirm],INV_NGRAM_1_[validity],INV_NGRAM_1_[v.],""INV_BETW_L_[nsubj ccomp prep_on]"",""INV_BETW_[nsubj write ccomp rely prep_on]""}","{-0.242499,-0.0812295,0.0285488,0.0199463,0.0151894,0.0151894}"
18513720@6_0-18513720@6_18,18513720@6,Jens E. Ekornes-Martin,,0.144,"{Jens,E.,Ekornes,was,the,sole,owner,of,the,company,until,1960,"","",when,his,brothers,Leif,and,Martin,became,co-owners,in,a,joint,stock,company,``,J.,E.,Ekornes,Fabrikker,AS,'',.}",0,3,18,1,1,"{people_between_bucket=1,NGRAM_1_[brother],NGRAM_1_[company],NGRAM_1_[sole],NGRAM_1_[owner],NGRAM_1_[1960]}","{-1.36314,-0.719697,0.182023,0.0656988,-0.0453248,0.0318524}"
33214882@31_11-33214882@31_5,33214882@31,Henriette von Schirach-Baldur von Schirach,t,0.528,"{On,20,July,1949,whilst,Baldur,von,Schirach,was,imprisoned,"","",Henriette,filed,for,divorce,"","",because,of,her,romantic,involvement,with,Peter,Jacob,"","",former,husband,to,German,film,director,Leni,Riefenstahl,.}",11,1,5,3,3,"{INV_NGRAM_1_[imprison],""INV_BETW_L_[nsubj prep_on dep nsubjpass]""}","{0.0700438,0.00117812}"
3139116@8_0-3139116@8_19,3139116@8,Walter Polovchak-Reagan,,0.002,"{Polovchak,and,his,18-year-old,sister,Nataly,went,to,live,with,a,cousin,during,the,dispute,"","",and,a,sympathetic,Reagan,administration,helped,drag,out,court,procedures,until,Polovchak,turned,18,and,was,no,longer,a,minor,.}",0,1,19,1,1,"{people_between_bucket=1,NGRAM_1_[live],NGRAM_1_[cousin],NGRAM_1_[dispute],NGRAM_1_[sister],NGRAM_1_[18-year-old]}","{-1.36314,0.967983,0.131801,0.0856063,-0.0712588,0.0155869}"
639800@106_3-639800@106_0,639800@106,Bruno Bettelheim-Woody Allen,,0.42,"{Woody,Allen,included,Bettelheim,as,himself,in,a,cameo,in,the,film,``,Zelig,'',-LRB-,1983,-RRB-,.}",3,1,0,2,2,"{INV_NGRAM_1_[include],""INV_BETW_L_[dobj nsubj]"",""INV_BETW_D_[dobj include nsubj]"",""INV_BETW_[dobj include nsubj]"",INV_WORD_SEQ_[included]}","{-0.187433,-0.0920931,-0.0129856,-0.0129856,-0.00108167}"
25915036@22_2-25915036@22_10,25915036@22,Lorenz Schwietz-Carl Gr,,0.284,"{Three,of,Schwietz,'s,assistants,became,executioners,later,on,"","",Carl,Gr,pler,"","",Joseph,Kurz,and,Paul,Spaethe,.}",2,1,10,2,2,"{people_between_bucket=0,NGRAM_1_[become],NGRAM_1_[assistant],NGRAM_1_[later],NGRAM_1_['s],""NGRAM_2_['s assistant]""}","{-0.793769,0.403565,-0.298455,-0.158071,-0.0815833,-0.0438307}"
19883342@30_19-19883342@30_36,19883342@30,Qiao Lin-Dezong,,0.196,"{Qiao,initially,followed,him,but,"","",when,they,reached,Zhouzhi,-LRB-,"","",in,modern,Xi'an,"","",Shaanxi,-RRB-,"","",Qiao,"","",citing,his,old,age,and,his,lack,of,a,horse,"","",declined,to,follow,Emperor,Dezong,despite,Emperor,Dezong,'s,offering,an,imperial,horse,to,him,.}",19,1,36,1,1,"{people_between_bucket=0,NGRAM_1_[follow],""BETW_L_[nsubj xcomp dobj]"",NGRAM_1_[cite],NGRAM_1_[age],NGRAM_1_[decline]}","{-0.793769,-0.644075,0.565323,-0.189312,-0.157528,-0.122062}"
