relation_id,sentence_id,description,is_true,expectation,words,c_start,c_length,p_start,p_length,p_length,features,weights
1072656@43_8-1072656@43_11,1072656@43,George F. Richards-LeGrand,,0.942,"{Among,the,mission,presidents,in,mainland,Europe,was,Richards,'s,son,LeGrand,"","",who,was,president,of,the,Netherlands,Mission,.}",11,1,8,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
9922049@7_0-9922049@7_3,9922049@7,Madame Montour-Andrew Montour,t,0.932,"{Montour,'s,son,Andrew,Montour,also,became,an,important,interpreter,"","",as,did,his,son,John,Montour,.}",3,2,0,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
1029958@27_24-1029958@27_27,1029958@27,"Humphrey de Bohun, 4th Earl of Hereford-William",,0.956,"{Lochmaben,was,from,time,to,time,retaken,by,the,Scots,but,remained,in,the,Bohun,family,for,many,years,"","",in,the,hands,of,Humphrey,'s,son,William,"","",Earl,of,Northampton,"","",who,held,and,defended,it,until,his,death,in,1360,.}",27,1,24,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
6960948@18_0-6960948@18_4,6960948@18,Jim Molinari-David Molinari,t,0.934,"{Jim,'s,son,"","",David,Molinari,"","",made,the,2014-2015,DePaul,Basketball,team,.}",4,2,0,1,1,"{""INV_BETW_L_[appos poss]son"",""INV_BETW_[appos son poss]son"",""INV_BETW_D_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
2251672@28_2-2251672@28_7,2251672@28,Anna Dalassene-Isaac,,0.938,"{However,"","",Anna,'s,second,son,"","",Isaac,"","",was,already,serving,in,the,army,and,Romanos,Diogenes,did,not,recruit,Alexios,out,of,consideration,for,his,mother,.}",7,1,2,1,1,"{""INV_BETW_L_[appos poss]son"",""INV_BETW_D_[appos son poss]son"",""INV_BETW_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
23686739@8_0-23686739@8_3,23686739@8,Jacob Levitzki-Alexander Levitzki,t,0.944,"{Levitzki,'s,son,Alexander,Levitzki,"","",a,recipient,of,the,Israel,Prize,in,1990,"","",in,life,sciences,"","",established,the,Levitzki,Prize,in,the,name,of,his,parents,"","",Jacob,and,Charlotte,"","",for,Israeli,research,in,the,field,of,algebra,.}",3,2,0,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
19072442@21_22-19072442@21_25,19072442@21,Thomas Holyoake-Charles,,0.948,"{Thomas,made,great,additions,to,the,work,"","",but,"","",dying,before,he,could,complete,the,edition,"","",it,was,published,by,Thomas,'s,son,Charles,"","",as,A,large,Dictionary,in,three,parts,"","",London,1677,1676,.}",25,1,22,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
4896382@5_0-4896382@5_4,4896382@5,Mohammad Afzal Khan-Abdur Rahman Khan,t,0.946,"{Khan,'s,third,son,Abdur,Rahman,Khan,was,Emir,from,1880,to,1901,.}",4,3,0,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
365641@68_0-365641@68_3,365641@68,"Henry Somerset, 1st Duke of Beaufort-Charles",,0.936,"{Beaufort,'s,son,Charles,died,before,he,could,inherit,the,dukedom,"","",so,on,the,duke,'s,death,it,passed,to,Charles,'s,son,Henry,.}",3,1,0,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
34267889@16_5-34267889@16_9,34267889@16,Roger de Valognes-Robert,,0.958,"{The,lands,then,passed,to,Roger,'s,second,son,Robert,.}",9,1,5,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
362422@33_3-362422@33_6,362422@33,Claire Trevor-Charles,,0.95,"{In,1978,"","",Trevor,'s,son,Charles,died,in,the,crash,of,PSA,Flight,182,"","",followed,by,the,death,of,her,husband,Milton,from,a,brain,tumor,in,1979,.}",6,1,3,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
714213@6_0-714213@6_4,714213@6,Jim McKay-Sean McManus,t,0.94,"{McKay,'s,son,"","",Sean,McManus,"","",a,prot,g,of,Roone,Arledge,"","",is,president,of,CBS,Sports,and,News,divisions,.}",4,2,0,1,1,"{""INV_BETW_D_[appos son poss]son"",""INV_BETW_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
1651129@28_8-1651129@28_11,1651129@28,Benjamin Heath-Benjamin,f,0.96,"{The,``,Encyclop,dia,Britannica,'',states,that,Heath,'s,son,Benjamin,was,headmaster,at,Harrow,"","",while,George,was,headmaster,at,Eton,.}",11,1,8,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
7296068@32_0-7296068@32_5,7296068@32,Hugh of Sleat-John,,0.954,"{Hugh,'s,first,son,"","",John,"","",died,without,issue,.}",5,1,0,1,1,"{""INV_BETW_D_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",""INV_BETW_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
21539353@4_0-21539353@4_5,21539353@4,Svein-Erik Stiansen-Tom Stiansen,t,0.956,"{Stiansen,is,the,father,of,Tom,Stiansen,"","",world,champion,in,slalom,skiing,in,1997,.}",5,2,0,1,1,"{""INV_BETW_[prep_of father nsubj]"",""INV_BETW_D_[prep_of father nsubj]"",""INV_BETW_L_[prep_of nsubj]"",num_words_between_bucket=0}","{0.990748,0.988409,0.932878,0.203419}"
84656@185_2-84656@185_5,84656@185,Winsor McCay-Robert,,0.938,"{Moniz,and,McCay,'s,son,Robert,were,called,up,for,service,when,the,U.S.,entered,World,War,I.,McCay,'s,self-financed,``,Lusitania,'',took,nearly,two,years,to,complete,.}",5,1,2,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
1914412@7_0-1914412@7_5,1914412@7,Luuk Tinbergen-Joost Tinbergen,t,0.932,"{Tinbergen,'s,younger,son,"","",Joost,Tinbergen,"","",is,also,a,biologist,.}",5,2,0,1,1,"{""INV_BETW_D_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",""INV_BETW_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
4588973@7_0-4588973@7_5,4588973@7,Emilie Brown-Alex,,0.936,"{Brown,'s,first,son,"","",Alex,-,one,year,younger,than,Leah,-,made,his,first,sign,at,10,months,of,age,by,telling,his,mom,he,wanted,``,milk,.,''}",5,1,0,1,1,"{""INV_BETW_L_[appos poss]son"",""INV_BETW_D_[appos son poss]son"",""INV_BETW_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
1436@126_6-1436@126_9,1436@126,Abraham-Isaac,t,0.944,"{Ishmael,was,fourteen,years,old,when,Abraham,'s,son,Isaac,was,born,to,a,different,mother,"","",Sarah,.}",9,1,6,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
23662554@160_0-23662554@160_5,23662554@160,Bachir Gemayel-Maya,,0.904,"{Bachir,'s,eldest,daughter,"","",Maya,"","",was,murdered,on,23,February,1980,at,18,months,of,age,by,a,car,bomb,intended,for,her,father,.}",5,1,0,1,1,"{""INV_BETW_L_[appos poss]daughter"",""INV_BETW_D_[appos daughter poss]daughter"",""INV_BETW_[appos daughter poss]daughter"",num_words_between_bucket=0}","{0.710435,0.635532,0.635532,0.203419}"
277835@332_0-277835@332_4,277835@332,Perry Como-David,,0.928,"{Perry,'s,son,"","",David,"","",and,his,wife,were,also,in,attendance,when,the,town,of,Palena,renamed,a,street,for,Como,.}",4,1,0,1,1,"{""INV_BETW_D_[appos son poss]son"",""INV_BETW_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
16037080@10_0-16037080@10_4,16037080@10,Frederick Christian Lewis-John Frederick Lewis,t,0.948,"{Lewis,'s,son,"","",John,Frederick,Lewis,-LRB-,1805,1876,-RRB-,"","",was,a,painter,of,Italian,"","",Spanish,"","",and,Oriental,themes,.}",4,3,0,1,1,"{""INV_BETW_D_[appos son poss]son"",""INV_BETW_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
28311080@49_28-28311080@49_31,28311080@49,Andriamanelo-Ralambo,t,0.94,"{From,this,point,forward,"","",the,term,Hova,was,used,to,refer,only,to,the,non-noble,free,people,of,the,society,which,would,later,be,renamed,Merina,by,Andriamanelo,'s,son,Ralambo,.}",31,1,28,1,1,"{INV_BETW_D_[poss]son,INV_BETW_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
1233653@48_0-1233653@48_6,1233653@48,John Bates Clark-John Maurice Clark,t,0.976,"{Clark,was,the,father,of,economist,John,Maurice,Clark,.}",6,3,0,1,1,"{""INV_BETW_[prep_of father nsubj]"",""INV_BETW_D_[prep_of father nsubj]"",""INV_BETW_L_[prep_of nsubj]"",num_words_between_bucket=1}","{0.990748,0.988409,0.932878,0.35506}"
7097268@30_0-7097268@30_4,7097268@30,Greg Mattison-Bryan Mattison,t,0.942,"{Mattison,'s,son,"","",Bryan,Mattison,"","",was,a,senior,captain,for,the,2007,Iowa,Hawkeyes,football,team,"","",and,most,recently,played,for,the,Kansas,City,Chiefs,"","",but,was,released,on,May,2nd,"","",2013,and,is,currently,a,free,agent,.}",4,2,0,1,1,"{""INV_BETW_D_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",""INV_BETW_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
290117@47_25-290117@47_28,290117@47,Booker T. Jones-Ted Jones,,0.934,"{It,features,guest,artists,Anthony,Hamilton,"","",Raphael,Saadiq,"","",Jay,James,"","",Mayer,Hawthorne,"","",Estelle,"","",Vintage,Trouble,"","",Luke,James,"","",and,Booker,'s,son,Ted,Jones,.}",28,2,25,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
628252@54_0-628252@54_11,628252@54,Ronnie Lott-Ryan Nece,t,0.958,"{Lott,is,also,the,father,of,former,Tampa,Bay,Buccaneers,linebacker,Ryan,Nece,.}",11,2,0,1,1,"{""INV_BETW_[prep_of father nsubj]"",""INV_BETW_D_[prep_of father nsubj]"",""INV_BETW_L_[prep_of nsubj]"",num_words_between_bucket=2}","{0.990748,0.988409,0.932878,0.299033}"
32849911@37_0-32849911@37_7,32849911@37,Karen Kane-Michael,,0.908,"{Karen,and,Lonnie,'s,older,son,"","",Michael,"","",oversees,the,company,'s,marketing,and,licensing,"","",and,younger,son,"","",Robert,"","",designed,a,lined,of,t-shirts,that,appeared,in,the,Summer,2010,collection,of,Karen,by,Karen,Kane,.}",7,1,0,1,1,"{""INV_BETW_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",""INV_BETW_D_[appos son poss]son"",num_words_between_bucket=1}","{0.858152,0.858152,0.858152,0.35506}"
220379@73_4-220379@73_7,220379@73,C. Everett Koop-David,,0.946,"{In,early,1968,"","",Koop,'s,son,David,was,killed,in,a,rock,climbing,accident,on,Cannon,Mountain,during,his,junior,year,at,Dartmouth,College,.}",7,1,4,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
1918196@17_0-1918196@17_4,1918196@17,Grant Notley-Rachel Notley,t,0.91,"{Notley,'s,daughter,"","",Rachel,Notley,"","",ran,for,the,NDP,and,was,elected,in,the,provincial,riding,of,Edmonton,Strathcona,in,the,2008,provincial,election,.}",4,2,0,1,1,"{""INV_BETW_L_[appos poss]daughter"",""INV_BETW_[appos daughter poss]daughter"",""INV_BETW_D_[appos daughter poss]daughter"",num_words_between_bucket=0}","{0.710435,0.635532,0.635532,0.203419}"
25093@28_0-25093@28_5,25093@28,Philip II of France-Louis,,0.956,"{Philip,'s,eldest,son,"","",Louis,"","",was,born,on,5,September,in,1187,and,inherited,Artois,in,1190,"","",when,his,mother,Isabelle,died,.}",5,1,0,1,1,"{""INV_BETW_[appos son poss]son"",""INV_BETW_L_[appos poss]son"",""INV_BETW_D_[appos son poss]son"",num_words_between_bucket=0}","{0.858152,0.858152,0.858152,0.203419}"
13030221@12_0-13030221@12_3,13030221@12,Arthur LeRoy Smith-Arthur Ryan Smith,t,0.948,"{Smith,'s,son,Arthur,Ryan,Smith,also,served,as,a,Member,of,Parliament,and,a,Member,of,the,Legislative,Assembly,of,Alberta,.}",3,3,0,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
6829753@8_0-6829753@8_8,6829753@8,Bahadur Khan-Kirit Khan,t,0.958,"{Bahadur,Khan,is,the,father,of,sitar,player,Kirit,Khan,who,passed,away,in,2006,.}",8,2,0,2,2,"{""INV_BETW_[prep_of father nsubj]"",""INV_BETW_D_[prep_of father nsubj]"",""INV_BETW_L_[prep_of nsubj]"",num_words_between_bucket=1}","{0.990748,0.988409,0.932878,0.35506}"
74775@16_4-74775@16_13,74775@16,Livia-Tiberius,t,0.904,"{At,this,time,"","",Livia,already,had,a,son,"","",the,future,emperor,Tiberius,"","",and,was,pregnant,with,the,second,"","",Nero,Claudius,Drusus,-LRB-,also,known,as,Drusus,the,Elder,-RRB-,.}",13,1,4,1,1,"{""INV_BETW_L_[appos dobj nsubj]"",""INV_BETW_[appos son dobj have nsubj]"",""INV_BETW_D_[appos son dobj have nsubj]"",num_words_between_bucket=1}","{0.806261,0.524342,0.524342,0.35506}"
1140616@41_0-1140616@41_9,1140616@41,Tom Gordon-Dee Gordon,t,0.966,"{Gordon,is,the,father,of,Miami,Marlins,second,baseman,Dee,Gordon,.}",9,2,0,1,1,"{""INV_BETW_[prep_of father nsubj]"",""INV_BETW_D_[prep_of father nsubj]"",""INV_BETW_L_[prep_of nsubj]"",num_words_between_bucket=1}","{0.990748,0.988409,0.932878,0.35506}"
251555@70_14-251555@70_17,251555@70,Vita Sackville-West-Nigel Nicolson,t,0.942,"{Woolf,wrote,one,of,her,most,famous,novels,"","",'','',"","",described,by,Sackville-West,'s,son,Nigel,Nicolson,as,``,the,longest,and,most,charming,love-letter,in,literature,'',"","",as,a,result,of,this,affair,.}",17,2,14,1,1,"{INV_BETW_[poss]son,INV_BETW_D_[poss]son,INV_BETW_L_[poss]son,num_words_between_bucket=0}","{0.866175,0.866175,0.866174,0.203419}"
458628@41_0-458628@41_6,458628@41,W. Ross Thatcher-Colin Thatcher,t,0.948,"{Ross,Thatcher,was,the,father,of,Colin,Thatcher,"","",a,minister,in,the,Tory,Saskatchewan,cabinet,in,the,1980s,who,was,later,charged,and,convicted,of,murdering,his,ex-wife,.}",6,2,0,2,2,"{""INV_BETW_[prep_of father nsubj]"",""INV_BETW_D_[prep_of father nsubj]"",""INV_BETW_L_[prep_of nsubj]"",num_words_between_bucket=0}","{0.990748,0.988409,0.932878,0.203419}"
