relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
187807@89_6-187807@89_0,187807@89,Demi Moore-Annie Leibovitz,,0.436,"{Annie,Leibovitz,shot,the,picture,while,Moore,was,seven,months,pregnant,with,her,daughter,Scout,LaRue,"","",intending,to,portray,``,anti-Hollywood,"","",anti-glitz,'',attitude,.}",6,1,0,2,2,{num_words_between_bucket=0},{-0.275275}
9840@380_1-9840@380_27,9840@380,Elijah-Perun,,0.29,"{As,Elijah,was,described,as,ascending,into,heaven,in,a,fiery,chariot,"","",the,Christian,missionaries,who,converted,Slavic,tribes,likely,found,him,an,ideal,analogy,for,Perun,"","",the,supreme,Slavic,god,of,storms,"","",thunder,and,lightning,bolts,.}",1,1,27,1,1,"{num_words_between_bucket=3,dep_path_length>5,NGRAM_1_[likely],NGRAM_1_[describe],NGRAM_1_[find],NGRAM_1_[ideal]}","{-0.730026,-0.250716,0.140533,-0.100768,0.0940058,-0.0104118}"
299689@47_0-299689@47_5,299689@47,Paul Boateng-Peter Gershon,,0.432,"{Boateng,"","",coordinating,with,Sir,Peter,Gershon,'s,report,"","",announced,in,2004,the,government,'s,efficiency,programme,to,save,over,20,billion,in,the,public,sector,.}",0,1,5,2,2,"{num_words_between_bucket=0,""BETW_D_[dep coordinate prep_with report poss]"",""BETW_[dep coordinate prep_with report poss]"",""BETW_L_[dep prep_with poss]"",NGRAM_1_[coordinate],people_between_bucket=0}","{-0.275275,-0.0021028,-0.0021028,-0.0021028,0.000995374,-0.000745533}"
161492@40_3-161492@40_8,161492@40,Anthony Franciosa-Nina,,0.618,"{This,marriage,produced,Franciosa,'s,only,daughter,"","",Nina,.}",3,1,8,1,1,"{""BETW_L_[poss appos]"",num_words_between_bucket=0,NGRAM_1_['s],NGRAM_1_[daughter],""BETW_D_[poss daughter appos]"",""BETW_[poss daughter appos]""}","{0.719553,-0.275275,0.134449,-0.127515,-0.0186593,-0.0186593}"
9921514@53_4-9921514@53_12,9921514@53,Ross Ohlendorf-Dana Eveland,,0.376,"{On,September,15,"","",Ohlendorf,hit,his,first,career,home,run,off,Dana,Eveland,"","",also,becoming,the,first,Pirates,pitcher,to,homer,since,Paul,Maholm,did,so,on,May,9,"","",2009,"","",against,the,New,York,Mets,.}",4,1,12,2,2,"{num_words_between_bucket=1,NGRAM_1_[run],NGRAM_1_[home],NGRAM_1_[first],NGRAM_1_[career],NGRAM_1_[hit]}","{-0.46944,-0.10724,-0.0745458,0.0541216,0.0383764,-0.0371465}"
1580357@17_7-1580357@17_21,1580357@17,Jeremiah O'Brien-Joseph,,0.636,"{After,``,Falmouth,'',ran,aground,"","",O'Brien,and,his,five,brothers,"","",Gideon,"","",John,"","",William,"","",Dennis,and,Joseph,"","",seized,the,``,Unity,'',.}",7,1,21,1,1,"{people_between_bucket=2,num_words_between_bucket=2}","{1.35826,-0.689931}"
25723440@89_9-25723440@89_14,25723440@89,Phil Cooke-Kennady Renn Guerra,,0,"{Kelsey,and,her,husband,"","",Chris,gave,birth,to,Phil,'s,first,granddaughter,"","",Kennady,Renn,Guerra,"","",in,2014,.}",9,1,14,3,3,"{""BETW_L_[poss appos]"",num_words_between_bucket=0,NGRAM_1_['s],NGRAM_1_[first],NGRAM_1_[granddaughter],""NGRAM_2_['s first]""}","{0.719553,-0.275275,0.134449,0.0541216,0.0172627,0.0100804}"
8759592@19_11-8759592@19_0,8759592@19,Donald Kushner-Alwyn Hight Kushner,,0,"{Alwyn,Hight,Kushner,is,also,a,producer,and,has,worked,with,Donald,on,several,films,.}",11,1,0,3,3,{num_words_between_bucket=1},{-0.46944}
3854718@11_7-3854718@11_30,3854718@11,Andy Coulson-Sheridan,,0.24,"{At,the,time,of,this,verdict,"","",Coulson,still,faced,a,further,trial,over,charges,that,he,committed,perjury,in,the,evidence,he,gave,in,the,appeal,hearing,on,the,Sheridan,case,in,2010,.}",7,1,30,1,1,"{num_words_between_bucket=3,dep_path_length>5,NGRAM_1_[give],NGRAM_1_[face],NGRAM_1_[still],NGRAM_1_[commit]}","{-0.730026,-0.250716,-0.116406,-0.0844214,0.0689963,-0.0507246}"
28285363@5_7-28285363@5_17,28285363@5,Thomas Todhunter Shields-Maria Davis,,0.338,"{Thomas,Todhunter,Shields,was,the,son,of,Thomas,Todhunter,Shields,"","",Sr.,"","",an,Anglican,minister,and,Maria,Davis,-LRB-,m.,1865,in,Swansea,"","",Glamorganshire,"","",Wales,-RRB-,.}",7,3,17,2,2,"{num_words_between_bucket=1,""NGRAM_2_[anglican minister]"",""BETW_L_[appos appos conj_and]"",people_between_bucket=0,NGRAM_1_[anglican],NGRAM_1_[minister]}","{-0.46944,0.000803124,0.000803124,-0.000745533,-0.000363482,0.000284251}"
795203@62_0-795203@62_13,795203@62,Chris Curtis-Sharon Sheeley,,0.49,"{Curtis,also,wrote,``,Night,Time,'',for,the,Ryans,with,his,friend,Sharon,Sheeley,and,they,collaborated,on,several,other,songs,.}",0,1,13,2,2,"{num_words_between_bucket=2,people_between_bucket=1,negative_dict_word}","{-0.689931,0.559509,0.12435}"
19681949@43_14-19681949@43_20,19681949@43,Patrick Brazeau-Pamela Wallin,,0.454,"{On,February,28,"","",2013,"","",the,Senate,committee,of,Internal,Economy,announced,that,Brazeau,"","",along,with,fellow,senators,Pamela,Wallin,"","",Mike,Duffy,"","",and,Mac,Harb,"","",would,be,subject,to,a,forensic,audit,to,determine,appropriateness,of,their,expense,claims,.}",14,1,20,2,2,"{num_words_between_bucket=1,NGRAM_1_[along],NGRAM_1_[fellow],NGRAM_1_[senator],""BETW_L_[prep_along_with dep]"",""BETW_[prep_along_with senator dep]""}","{-0.46944,0.164328,-0.0403824,0.0117941,0.00239609,0.00166332}"
4934589@326_15-4934589@326_17,4934589@326,Aisam-ul-Haq Qureshi-Bopanna,,0.692,"{In,New,Haven,"","",Connecticut,"","",at,the,last,tournament,before,the,US,Open,"","",Qureshi,and,Bopanna,reached,the,final,"","",where,they,again,lost,to,Lindstedt,and,Tec,u,.}",15,1,17,1,1,"{BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and],num_words_between_bucket=0,people_between_bucket=0}","{0.329904,0.329482,0.329242,-0.275275,-0.000745533}"
2487758@107_4-2487758@107_10,2487758@107,Charles Atangana-Alfonso XIII,,0.412,"{In,September,1919,"","",Atangana,had,an,audience,with,King,Alfonso,XIII,of,Spain,and,urged,him,to,support,the,Germans,in,these,proceedings,.}",4,1,10,2,2,"{num_words_between_bucket=1,""BETW_L_[nsubj dobj prep_with]"",NGRAM_1_[audience],people_between_bucket=0}","{-0.46944,0.0333343,-0.00476091,-0.000745533}"
6680203@19_0-6680203@19_2,6680203@19,Brian Magee-Kessler,,0.446,"{Magee,vs.,Kessler,.}",0,1,2,1,1,"{num_words_between_bucket=0,NGRAM_1_[vs.],WORD_SEQ_[vs.],""BETW_L_[prep pobj]"",""BETW_D_[prep vs. pobj]"",""BETW_[prep vs. pobj]""}","{-0.275275,0.0102649,0.00822816,0.00710501,0.00527504,0.00527504}"
9000371@24_34-9000371@24_7,9000371@24,Mishima Michitsune-Hirobumi,,0.324,"{It,is,speculated,that,with,Chancellor,It,Hirobumi,'s,opposition,to,the,Regulations,for,the,Preservation,of,Law,and,Order,and,Home,Minister,Yamagata,Aritomo,'s,passive,nature,at,this,time,"","",it,was,Mishima,who,actively,promoted,the,Regulations,for,the,Preservation,of,Law,and,Order,.}",34,1,7,1,1,{num_words_between_bucket=3},{-0.730026}
1424196@137_2-1424196@137_14,1424196@137,Thomas M. Carnegie-Andrew Carnegie,t,0.3,"{Nonetheless,"","",Thomas,was,not,only,added,to,the,board,but,made,chairman,upon,Andrew,Carnegie,'s,return,to,the,U.S.,a,few,months,later,.}",2,1,14,2,2,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[upon],NGRAM_1_[chairman],NGRAM_1_[add],NGRAM_1_[make]}","{-0.689931,-0.250716,0.0599122,-0.0138295,-0.00710764,-0.00422151}"
4423979@32_0-4423979@32_19,4423979@32,Ruslan Gelayev-Salman Raduyev,,0.596,"{Gelayev,"","",however,"","",maintained,links,with,both,Maskhadov,and,his,rivals,"","",in,particular,with,Zelimkhan,Yandarbiyev,and,Salman,Raduyev,.}",0,1,19,2,2,"{people_between_bucket=2,num_words_between_bucket=2,dep_path_length>5}","{1.35826,-0.689931,-0.250716}"
323751@15_3-323751@15_10,323751@15,Walter de Gray-York,,0.342,"{John,had,wanted,Walter,"","",but,"","",the,canons,of,York,felt,that,Walter,was,uneducated,"","",and,selected,Simon,Langton,"","",brother,of,Stephen,Langton,Archbishop,of,Canterbury,instead,.}",3,1,10,1,1,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[canon],""BETW_D_[dobj want ccomp feel nsubj canon prep_of]"",""BETW_[dobj want ccomp feel nsubj canon prep_of]"",""BETW_L_[dobj ccomp nsubj prep_of]""}","{-0.46944,-0.250716,-0.00336025,-0.00305268,-0.00305268,-0.00305268}"
2865559@18_0-2865559@18_9,2865559@18,Bob Mackie-Whitney Houston,,0.276,"{Mackie,is,also,known,for,having,designed,costumes,for,Whitney,Houston,"","",especially,splashy,evening,gowns,which,she,wore,for,many,years,during,concert,tours,and,award,shows,and,which,became,a,significant,element,of,her,appearance,.}",0,1,9,2,2,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[know],""NGRAM_2_[also know]"",NGRAM_1_[also],NGRAM_1_[design]}","{-0.46944,-0.250716,-0.248798,-0.0948707,-0.0677508,-0.049633}"
440395@71_20-440395@71_30,440395@71,Mike Modano-Jonas Hiller,,0.506,"{At,5:35,of,the,first,period,of,Detroit,'s,2010,11,home,opener,"","",on,just,his,second,shift,"","",Modano,took,a,pass,from,Cleary,and,beat,Anaheim,goaltender,Jonas,Hiller,for,his,first,goal,as,a,Red,Wing,.}",20,1,30,2,2,"{people_between_bucket=1,num_words_between_bucket=1}","{0.559509,-0.46944}"
5760962@22_2-5760962@22_9,5760962@22,Hernando Williams-Goldstone,,0.338,"{Meanwhile,"","",Williams,had,gotten,nervous,"","",doubting,whether,Goldstone,would,keep,her,promise,and,get,on,a,bus,.}",2,1,9,1,1,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[whether],NGRAM_1_[get],""BETW_L_[nsubj xcomp ccomp nsubj]"",NGRAM_1_[nervous]}","{-0.46944,-0.250716,0.0144547,0.0112811,0.00574465,0.00363353}"
25741298@13_8-25741298@13_11,25741298@13,Dave Specter-Jack McDuff,,0.404,"{Jazz,influences,prevailed,as,time,passed,"","",and,Specter,invited,Brother,Jack,McDuff,to,play,the,Hammond,organ,on,the,next,album,"","",``,Left,Turn,on,Blue,'',-LRB-,1996,-RRB-,.}",8,1,11,2,2,"{num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[invite],""BETW_[nsubj invite dobj]"",""BETW_D_[nsubj invite dobj]"",people_between_bucket=0}","{-0.275275,-0.253662,0.00408187,-0.0040009,-0.0040009,-0.000745533}"
12316087@60_0-12316087@60_17,12316087@60,Joseph Clemens-Dickinsonians,,0.344,"{Joseph,Clemens,"","",all,in,all,"","",serves,as,a,fascinating,example,of,the,historical,moment,when,Dickinsonians,so,engaged,the,world,.}",0,2,17,1,1,"{num_words_between_bucket=2,NGRAM_1_[serve],NGRAM_1_[example],""BETW_L_[nsubj advcl nsubj]"",NGRAM_1_[historical],NGRAM_1_[moment]}","{-0.689931,-0.103971,-0.0306228,0.0213248,0.00859456,-0.00262118}"
1045788@55_0-1045788@55_9,1045788@55,Arn Anderson-Vince McMahon,,0.648,"{Anderson,and,Blanchard,left,Crockett,'s,company,to,join,Vince,McMahon,'s,World,Wrestling,Federation,.}",0,1,9,2,2,"{people_between_bucket=2,num_words_between_bucket=1,dep_path_length>5}","{1.35826,-0.46944,-0.250716}"
7167302@8_4-7167302@8_13,7167302@8,Simon Ramsden-Darren Williams,,0.308,"{On,24,January,2004,Ramsden,came,on,as,an,89th,minute,substitute,for,Darren,Williams,in,the,club,'s,FA,Cup,victory,over,Ipswich,Town,which,would,be,his,first,and,only,first,team,appearance,for,Sunderland,.}",4,1,13,2,2,"{num_words_between_bucket=1,NGRAM_1_[come],NGRAM_1_[substitute],""BETW_L_[nsubj prep_as prep_for]"",NGRAM_1_[minute],""NGRAM_2_[89th minute]""}","{-0.46944,-0.264065,-0.0505877,0.036236,-0.0241702,-0.019945}"
234997@13_2-234997@13_6,234997@13,Francis Nash-Abner Nash,t,0.996,"{One,of,Nash,'s,brothers,was,Abner,Nash,"","",who,later,became,a,statesman,in,North,Carolina,.}",2,1,6,2,2,"{NGRAM_1_[brother],""NGRAM_2_['s brother]"",num_words_between_bucket=0,NGRAM_1_['s],""BETW_L_[poss prep_of nsubj]"",""BETW_[poss brother prep_of one nsubj]""}","{3.88494,0.580617,-0.275275,0.134449,0.0644444,0.000997982}"
18763665@14_0-18763665@14_10,18763665@14,Philetus Swift-James Monroe,,0.416,"{Swift,was,a,presidential,elector,in,1820,"","",voting,for,James,Monroe,and,Daniel,D.,Tompkins,.}",0,1,10,2,2,"{num_words_between_bucket=1,NGRAM_1_[vote],NGRAM_1_[presidential],""NGRAM_2_[presidential elector]"",""BETW_L_[nsubj vmod prep_for]"",NGRAM_1_[elector]}","{-0.46944,-0.0398771,0.0231995,0.0106929,0.00938921,0.00833586}"
4613472@36_10-4613472@36_5,4613472@36,Brian Hart-Tom Walkinshaw,,0.472,"{When,Arrows,',owner,"","",Tom,Walkinshaw,"","",purchased,``,Brian,Hart,Limited,'',later,that,year,"","",the,injection,of,capital,turned,that,design,into,the,Arrows,V10,.}",10,2,5,2,2,{num_words_between_bucket=0},{-0.275275}
1254068@19_17-1254068@19_14,1254068@19,Karl Ivan Westman-Ryti,,0.424,"{It,would,however,last,yet,a,year,"","",and,require,the,request,of,President,Ryti,"","",until,Westman,was,recalled,to,Stockholm,and,replaced,by,a,less,controversial,diplomat,.}",17,1,14,1,1,{num_words_between_bucket=0},{-0.275275}
20360221@15_0-20360221@15_2,20360221@15,José Bullejos-Manuilsky,,0.32,"{Bullejos,told,Manuilsky,that,there,were,no,overt,remnants,of,feudalism,in,his,country,but,failed,to,convince,him,that,the,``,revolution,'',in,Spain,was,opposed,not,by,feudal,monarchists,but,by,a,modern,bourgeoisie,.}",0,1,2,1,1,"{num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[tell],""BETW_D_[nsubj tell dobj]"",""BETW_[nsubj tell dobj]"",WORD_SEQ_[told]}","{-0.275275,-0.253662,-0.0275881,0.0162744,0.0162744,0.00477067}"
2987332@22_3-2987332@22_20,2987332@22,Simon Ward-Terence Rattigan,,0.398,"{In,1986,"","",Ward,starred,in,the,title,role,of,``,Ross,'',"","",the,first,West,End,revival,of,Terence,Rattigan,'s,play,since,its,original,run,in,1960,.}",3,1,20,2,2,"{num_words_between_bucket=2,people_between_bucket=1,dep_path_length>5}","{-0.689931,0.559509,-0.250716}"
33832947@9_0-33832947@9_7,33832947@9,George Herbert Carpenter-Phoebe Carpenter,,0.462,"{Carpenter,was,a,son,of,George,and,Phoebe,-LRB-,n,e,Hooper,-RRB-,Carpenter,.}",0,1,7,1,1,"{people_between_bucket=1,num_words_between_bucket=1}","{0.559509,-0.46944}"
13003945@2_0-13003945@2_42,13003945@2,Herbert Maier-Hall,,0.572,"{Maier,was,a,native,of,San,Francisco,and,a,University,of,California,"","",Berkeley,graduate,"","",who,began,a,collaboration,with,Ansel,F.,Hall,"","",a,Park,Service,interpretation,specialist,"","",in,1921,by,providing,Hall,with,sketches,for,a,museum,that,Hall,had,proposed,in,the,Yosemite,valley,.}",0,1,42,1,1,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
87603@31_20-87603@31_36,87603@31,Robert Mitchum-Julie,,0.806,"{According,to,Lee,Server,'s,biography,-LRB-,``,Robert,Mitchum,:,Baby,"","",I,Do,n't,Care,'',-RRB-,"","",Mitchum,put,his,talent,for,poetry,to,work,writing,song,lyrics,and,monologues,for,his,sister,Julie,'s,nightclub,performances,.}",20,1,36,1,1,"{NGRAM_1_[sister],num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[song],NGRAM_1_[talent],NGRAM_1_[poetry]}","{2.68093,-0.689931,-0.250716,0.112569,-0.0443611,-0.0335579}"
147863@83_16-147863@83_2,147863@83,Joe Louis-Baer,,0.318,"{Unknowingly,"","",Baer,suffered,from,a,unique,disadvantage,in,the,fight,;,earlier,that,evening,"","",Louis,had,married,Marva,Trotter,at,a,friend,'s,apartment,and,was,eager,to,end,the,fight,in,order,to,consummate,the,relationship,.}",16,1,2,1,1,{num_words_between_bucket=2},{-0.689931}
32063547@47_0-32063547@47_2,32063547@47,Tom Miranda-Sandy Jessop,,0.408,"{Tom,met,Sandy,Jessop,on,an,ESPN,TV,shoot,at,Cypress,Gardens,in,Winter,Haven,"","",Florida,.}",0,1,2,2,2,"{num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[meet],WORD_SEQ_[met],""BETW_[nsubj meet dobj]"",""BETW_D_[nsubj meet dobj]""}","{-0.275275,-0.253662,0.118789,0.053721,0.0245335,0.0245335}"
16580955@5_7-16580955@5_28,16580955@5,Scott Gration-John Alexander Gration,,0.624,"{Gration,"","",known,by,his,middle,name,Scott,"","",was,born,in,St.,Charles,"","",Illinois,"","",the,son,of,Dorothy,E.,-LRB-,n,e,Harpel,-RRB-,and,John,Alexander,Gration,.}",7,1,28,3,3,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
2223361@5_13-2223361@5_19,2223361@5,Winston Cenac-Allan Louisy,,0.33,"{Elected,representative,when,the,Saint,Lucia,Labour,Party,gained,power,in,1979,"","",Cenac,became,attorney,general,in,the,Allan,Louisy,administration,.}",13,1,19,2,2,"{num_words_between_bucket=1,dep_path_length>5,NGRAM_1_[general],NGRAM_1_[become],NGRAM_1_[attorney],""BETW_[nsubj become xcomp general prep_in administration nn]""}","{-0.46944,-0.250716,-0.0614137,-0.0513584,0.0288168,0.00871835}"
3538440@2_0-3538440@2_15,3538440@2,Jan Moretus-Christoffel Plantijn,,0.542,"{Moretus,was,born,in,Antwerp,"","",and,married,the,second,daughter,of,the,famous,publisher,Christoffel,Plantijn,in,1570,.}",0,1,15,2,2,"{num_words_between_bucket=2,NGRAM_1_[bear],NGRAM_1_[marry],dep_path_length>5,NGRAM_1_[second],NGRAM_1_[daughter]}","{-0.689931,0.628683,0.297866,-0.250716,0.13362,-0.127515}"
9286137@35_0-9286137@35_16,9286137@35,John Jabez Edwin Mayall-Martin Boye,,0.284,"{Mayall,also,had,links,with,Philadelphia,'s,Central,High,School,"","",where,his,mentor,"","",Professor,Martin,Boye,held,the,Chair,of,Chemistry,.}",0,1,16,2,2,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_['s],NGRAM_1_[also],NGRAM_1_[mentor],NGRAM_1_[link]}","{-0.689931,-0.250716,0.134449,-0.0677508,0.0243926,-0.0214925}"
12917023@1_0-12917023@1_26,12917023@1,Vladimir Kozina-John Stephen Cummins,,0,"{Vladimir,Kozina,Fr,Vladimir,Kozina,was,the,first,priest,in,the,Roman,Catholic,Church,after,Vatican,II,to,celebrate,the,Tridentine,Mass,under,indult,from,Bishop,John,Stephen,Cummins,in,the,entire,state,of,California,.}",0,2,26,3,3,"{people_between_bucket=2,num_words_between_bucket=3,dep_path_length>5}","{1.35826,-0.730026,-0.250716}"
571695@81_13-571695@81_18,571695@81,Golo Mann-Franz-Josef Strau,,0.366,"{In,a,surprising,discontinuity,with,his,former,political,engagement,for,Willy,Brandt,"","",Mann,supported,the,controversial,politician,Franz-Josef,Strau,in,his,campaign,for,Chancellor,in,1980,"","",hoping,for,a,more,decisive,fight,against,radical,left-wing,activities,.}",13,1,18,2,2,"{num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[support],NGRAM_1_[politician],""BETW_D_[nsubj support dobj]"",""BETW_[nsubj support dobj]""}","{-0.275275,-0.253662,0.0214349,0.0151539,0.012373,0.012373}"
33216989@11_4-33216989@11_17,33216989@11,Hazel Meyers-Louella Smith,,0.652,"{One,source,speculated,that,Meyers,also,recorded,under,the,pseudonyms,of,Mae,Harris,for,Domino,"","",and,Louella,Smith,for,Oriole,.}",4,1,17,2,2,"{people_between_bucket=2,num_words_between_bucket=2}","{1.35826,-0.689931}"
3893481@64_3-3893481@64_38,3893481@64,T.J. Perkins-Matt Jackson,,0.632,"{In,April,"","",Perkins,began,a,feud,with,Mike,Mondo,"","",defeating,him,in,a,singles,match,before,teaming,with,the,All,Night,Express,of,Kenny,King,and,Rhett,Titus,to,defeat,Mondo,and,The,Young,Bucks,-LRB-,Matt,and,Nick,Jackson,-RRB-,at,Border,Wars,.}",3,1,38,2,2,"{people_between_bucket=2,num_words_between_bucket=3}","{1.35826,-0.730026}"
2540469@127_10-2540469@127_12,2540469@127,Bonny Hicks-Dalrymple,,0.69,"{It,was,to,celebrate,Christmas,with,Dalrymple,'s,family,that,Hicks,and,Dalrymple,boarded,SilkAir,Flight,185,in,Jakarta,en,route,to,Singapore,"","",probably,their,first,visit,as,an,engaged,couple,.}",10,1,12,1,1,"{BETW_[conj_and],BETW_L_[conj_and],BETW_D_[conj_and],num_words_between_bucket=0,people_between_bucket=0}","{0.329904,0.329482,0.329242,-0.275275,-0.000745533}"
2974885@4_13-2974885@4_10,2974885@4,Athar Ali Khan-Mohinder Amarnath,,0.442,"{Later,on,"","",encouraged,by,the,Indian,Test,Cricketer,"","",Mohinder,Amarnath,"","",Athar,started,opening,regularly,for,Bangladesh,.}",13,1,10,2,2,{num_words_between_bucket=0},{-0.275275}
3870001@10_0-3870001@10_16,3870001@10,Eric Rosenblith-Carl Flesch,,0.234,"{Rosenblith,functioned,as,the,editor,and,translator,of,the,newly,revised,Art,of,Violin,Playing,by,Carl,Flesch,.}",0,1,16,2,2,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[play],NGRAM_1_[editor],NGRAM_1_[function],NGRAM_1_[translator]}","{-0.689931,-0.250716,-0.23126,-0.012168,-0.00882704,0.00843921}"
19264815@41_0-19264815@41_40,19264815@41,Anwar Ibrahim-Mahathir,,0.434,"{Anwar,'s,frontal,attack,against,what,he,described,as,the,widespread,culture,of,nepotism,and,cronyism,within,UMNO,-LRB-,and,the,ruling,coalition,as,a,whole,-RRB-,angered,Mahathir,"","",as,did,his,attempts,to,dismantle,the,protectionist,policies,that,Mahathir,had,set,up,.}",0,1,40,1,1,"{num_words_between_bucket=3,people_between_bucket=1,dep_path_length>5}","{-0.730026,0.559509,-0.250716}"
43843598@6_0-43843598@6_41,43843598@6,Julie Craig-Tania,,0.426,"{Craig,can,be,heard,on,the,original,cast,recording,of,``,The,Black,Monk,'',"","",a,new,musical,based,on,the,Chekov,story,that,opened,at,the,Beckett,Theatre,in,New,York,City,"","",where,she,originated,the,role,of,Tania,.}",0,1,41,1,1,"{num_words_between_bucket=3,people_between_bucket=1,dep_path_length>5}","{-0.730026,0.559509,-0.250716}"
40978008@6_0-40978008@6_5,40978008@6,Mohamed Abdi Hassan-Abdiqaadir,,0.442,"{Hassan,has,a,son,"","",Abdiqaadir,"","",who,works,closely,with,him,in,his,business,operations,.}",0,1,5,1,1,"{""BETW_L_[nsubj dobj appos]"",num_words_between_bucket=0,NGRAM_1_[son],people_between_bucket=0}","{0.290061,-0.275275,-0.0783194,-0.000745533}"
285542@122_8-285542@122_12,285542@122,Wang Mang-Ying,,0,"{In,the,spring,of,6,"","",Acting,Emperor,Wang,selected,the,child,Ying,then,just,one,year,old,as,the,designated,successor,to,Emperor,Ping,"","",claiming,that,soothsayers,told,him,that,Ying,was,the,candidate,most,favored,by,the,gods,.}",8,1,12,1,1,"{NGRAM_1_[child],num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",NGRAM_1_[select],""BETW_[nsubj select dobj]"",""BETW_D_[nsubj select dobj]""}","{0.388574,-0.275275,-0.253662,-0.0148411,0.000891043,0.000891043}"
39245373@7_0-39245373@7_7,39245373@7,Dorothy Kitson-Thomas Kitson,,0.498,"{Dorothy,Kitson,was,the,daughter,of,Sir,Thomas,Kitson,by,his,second,wife,"","",Margaret,Donnington,-LRB-,d.,12,January,1561,-RRB-,"","",the,only,child,of,John,Donnington,-LRB-,d.,1544,-RRB-,of,Stoke,Newington,"","",a,member,of,the,Worshipful,Company,of,Salters,"","",and,Elizabeth,Pye,.}",0,2,7,2,2,"{""BETW_L_[nsubj prep_of]"",num_words_between_bucket=1,NGRAM_1_[daughter],""BETW_[nsubj daughter prep_of]"",""BETW_D_[nsubj daughter prep_of]"",people_between_bucket=0}","{0.812207,-0.46944,-0.127515,0.00614089,0.00614089,-0.000745533}"
42880184@20_0-42880184@20_11,42880184@20,Bert Nettles-George Wallace,,0.338,"{Nettles,was,elected,for,a,full,term,even,as,the,Democrat,George,Wallace,claimed,a,second,nonconsecutive,term,as,governor,after,he,defeated,in,a,runoff,election,Albert,Brewer,"","",who,had,succeeded,to,the,governorship,upon,the,death,of,Lurleen,Wallace,in,May,1968,.}",0,1,11,2,2,"{num_words_between_bucket=2,NGRAM_1_[elect],NGRAM_1_[even],NGRAM_1_[full],NGRAM_1_[term],""BETW_L_[nsubjpass advcl nsubj]""}","{-0.689931,0.11724,-0.10501,-0.0818892,-0.0486275,0.0336882}"
33468380@14_2-33468380@14_13,33468380@14,"Lawrence ""Boo"" Mitchell-John Mayer",,0.302,"{In,2006,Mitchell,was,credited,with,the,horn,arrangements,for,Track,12,of,John,Mayer,'s,Continuum,.}",2,1,13,2,2,"{num_words_between_bucket=2,dep_path_length>5,NGRAM_1_[credit],NGRAM_1_[12],NGRAM_1_[arrangement],NGRAM_1_[horn]}","{-0.689931,-0.250716,0.0685237,-0.016357,0.00636136,0.00614619}"
43164509@23_7-43164509@23_4,43164509@23,Wolfgang Patsch-Gustav Schonfeld,,0.43,"{In,the,laboratory,of,Gustav,Schonfeld,"","",Patsch,used,rat,liver,perfusions,and,primary,rat,hepatocyte,cultures,to,determine,the,effects,of,diets,and,hormones,such,as,insulin,and,thyroid,hormone,on,hepatic,lipoprotein,biosynthesis,.}",7,1,4,2,2,{num_words_between_bucket=0},{-0.275275}
5363459@86_3-5363459@86_17,5363459@86,Nikki Grahame-Poppy Rogers,,0.404,"{In,May,2010,Grahame,auditioned,for,a,part,in,the,Australian,soap,opera,Neighbours,as,the,character,Poppy,Rogers,by,sending,in,a,video,taped,audition,to,the,competition,Be,A,Star,On,Neighbours,.}",3,1,17,2,2,"{num_words_between_bucket=2,people_between_bucket=1,dep_path_length>5}","{-0.689931,0.559509,-0.250716}"
36153757@1_0-36153757@1_4,36153757@1,Christina Herrström-Christina Yngvesdotter,,0.408,"{Christina,Herrstr,m,``,Christina,Yngvesdotter,'',Herrstr,m,Schildt,-LRB-,born,``,Herrstr,m,'',August,23,"","",1959,in,Liding,"","",Sweden,-RRB-,is,a,Swedish,author,and,screenwriter,.}",0,2,4,2,2,"{num_words_between_bucket=0,NGRAM_1_[m],""BETW_L_[nn nsubj nsubj]"",""BETW_D_[nn m nsubj author nsubj]"",""BETW_[nn m nsubj author nsubj]"",people_between_bucket=0}","{-0.275275,-0.13714,-0.0415663,-0.00722075,-0.00722075,-0.000745533}"
20848563@6_17-20848563@6_14,20848563@6,Augustus Sclafani-Gambino,,0.422,"{According,to,mob,witness,Sammy,Gravano,"","",while,Paul,Castellano,was,boss,of,the,Gambino,family,"","",Sclafani,accused,Gambino,mobster,Frank,DeCicco,of,being,a,mob,informant,.}",17,1,14,1,1,{num_words_between_bucket=0},{-0.275275}
