relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
528368@3_0-528368@3_8,528368@3,"Alexander, Crown Prince of Yugoslavia-Peter II",,0.474,"{Alexander,is,the,only,child,of,former,King,Peter,II,and,his,wife,"","",Alexandra,of,Yugoslavia,.}",0,1,8,2,2,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O LOCATION O]_[O O]"",""W_NER_L_2_R_2_[LOCATION O]_[O O]""}","{-1.69942,-0.894855,0.616367,-0.387882,0.374414,0.34847}"
1235873@29_17-1235873@29_22,1235873@29,Richard Attwood-Bobby Unser,,0.686,"{However,"","",results,declined,through,the,remainder,of,the,season,"","",and,four,races,from,the,end,Attwood,was,himself,replaced,by,Bobby,Unser,.}",17,1,22,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[be],STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[by],""NER_SEQ_[O O O O]""}","{-0.894855,0.786038,0.616367,-0.387882,0.322371,0.195153}"
3147600@82_0-3147600@82_9,3147600@82,Florent Malouda-Chelsea,,0.006,"{Malouda,began,the,2010,11,Premier,League,season,for,Chelsea,by,scoring,the,first,goal,of,their,Premier,League,campaign,against,West,Bromwich,Albion,"","",and,later,getting,another,in,a,record,6,0,opening,day,win,.}",0,1,9,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[for],STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[begin],""W_NER_L_1_R_2_[O]_[O O]""}","{-1.69942,-0.894855,-0.723081,-0.387882,-0.318861,-0.301129}"
3069464@16_7-3069464@16_14,3069464@16,Ramon Fernandez-Beer Hausen,,0,"{After,Toyota,'s,disbandment,in,1984,"","",Fernandez,and,several,former,Toyota,teammates,joined,Beer,Hausen,.}",7,1,14,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[and],""BETW_L_[nsubj dobj]"",STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[former]}","{-0.894855,0.786038,0.558553,-0.424388,-0.387882,0.336761}"
2294959@17_0-2294959@17_13,2294959@17,James Westerfield-Fay Tracey,,0.032,"{Westerfield,was,married,to,Alice,G.,Fay,-LRB-,an,actress,under,the,name,Fay,Tracey,-RRB-,"","",who,"","",along,with,his,mother,"","",survived,him,.}",0,1,13,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],NGRAM_1_[marry],NGRAM_1_[a],STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O O O]_[O O]""}","{-0.894855,0.616367,-0.456326,-0.445243,-0.387882,-0.344708}"
30280925@2_6-30280925@2_0,30280925@2,William Frank Reichenbach Sr.-Bill Reichenbach Sr.,,0.152,"{Bill,Reichenbach,Sr.,"","",-LRB-,actually,William,Frank,Reichenbach,Sr.,-RRB-,-LRB-,born,December,18,"","",1923,in,Washington,"","",DC,;,16,May,2008,in,Hollywood,"","",California,-RRB-,was,an,American,jazz,drummer,and,percussionist,"","",who,co-developed,the,jazz-samba,drumming,style,.}",6,4,0,3,3,"{INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O],""INV_BETW_L_[dep dep]""}","{-0.96833,-0.866231,0.40748,0.382263,-0.377028,0.273582}"
153644@19_0-153644@19_16,153644@19,William Warham-Wolsey,,0.002,"{Warham,was,present,at,the,Field,of,the,Cloth,of,Gold,in,1520,"","",and,assisted,Wolsey,as,assessor,during,the,secret,inquiry,into,the,validity,of,Henry,'s,marriage,with,Catherine,in,1527,.}",0,1,16,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[at],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[and]}","{-1.69942,-0.894855,-0.872397,0.616367,-0.611804,0.558553}"
161895@14_33-161895@14_28,161895@14,Alan Arkin-Benjamin Zemach,,0,"{Arkin,"","",who,had,been,taking,acting,lessons,since,age,10,"","",became,a,scholarship,student,at,various,drama,academies,"","",including,one,run,by,the,Stanislavsky,student,Benjamin,Zemach,"","",who,taught,Arkin,a,psychological,approach,to,acting,.}",33,1,28,2,2,"{INV_LENGTHS_[1_3],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NGRAM_2_[, who]"",""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O]}","{1.06935,-0.96833,-0.866231,0.392211,0.382263,-0.377028}"
1675318@31_16-1675318@31_11,1675318@31,Roger Noriega-George W. Bush,,0.374,"{As,Assistant,Secretary,of,State,for,Western,Hemisphere,Affairs,under,President,George,W.,Bush,"","",Ambassador,Noriega,was,responsible,for,managing,U.S.,foreign,policy,and,promoting,U.S.,interests,in,the,region,.}",16,1,11,3,3,"{INV_LENGTHS_[1_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_2_[O]_[O O]""}","{1.17497,-0.96833,-0.866231,0.382263,-0.377028,0.195746}"
1016502@71_0-1016502@71_2,1016502@71,Anastacia-Celine Dion,,0,"{Anastacia,joined,Celine,Dion,"","",Shakira,"","",Cher,"","",Dixie,Chicks,"","",and,Stevie,Nicks,for,``,VH1,Divas,Live,'',in,2002,and,she,also,contributed,the,song,``,Love,Is,a,Crime,'',to,the,``,Chicago,'',soundtrack,.}",0,1,2,2,2,"{W_NER_L_1_R_1_[O]_[O],NER_SEQ_[O],""W_LEMMA_L_1_R_1_[.]_[,]"",LENGTHS_[1_2],""BETW_L_[nsubj dobj]"",STARTS_WITH_CAPITAL_[True_True]}","{-0.894855,-0.872583,0.841349,0.786038,-0.424388,-0.387882}"
871569@24_0-871569@24_20,871569@24,Hubert Robert-Gabriel,,0.012,"{Robert,had,designed,the,decorations,for,a,little,theatre,in,the,new,wing,at,the,location,of,the,current,staircase,Gabriel,in,the,Palace,of,Versailles,.}",0,1,20,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[at],NGRAM_1_[for],NGRAM_1_[in],NGRAM_1_[have]}","{-1.69942,-0.894855,-0.872397,-0.723081,-0.611804,0.463153}"
40052844@27_0-40052844@27_4,40052844@27,Thomas Fluharty-Ken Griffey,,0.222,"{Fluharty,'s,portrait,of,Ken,Griffey,"","",Jr.,and,Mark,McGwire,was,a,cover,of,``,Time,'',magazine,in,1998,.}",0,1,4,2,2,"{W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[.]_[,]"",LENGTHS_[1_2],STARTS_WITH_CAPITAL_[True_True],""W_LEMMA_L_2_R_1_[_NUMBER .]_[,]"",""W_NER_L_1_R_2_[O]_[O O]""}","{-0.894855,0.841349,0.786038,-0.387882,-0.353866,-0.301129}"
1940213@45_8-1940213@45_33,1940213@45,Arthur Bryant-I. Bryant,,0.022,"{``,Unfinished,Victory,'',was,a,book,which,Bryant,had,published,in,January,1940,;,it,dealt,with,recent,German,history,"","",and,explained,sympathetically,how,Germany,had,rebuilt,herself,after,World,War,I.,Bryant,asserted,that,certain,German,Jews,had,benefited,from,the,economic,crises,and,controlled,the,national,wealth,"","",and,although,he,criticised,the,destruction,of,Jewish,shops,and,synagogues,"","",he,declared,that,the,Third,Reich,might,produce,``,a,newer,and,happier,Germany,in,the,future,'',.}",8,1,33,2,2,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[in],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,-0.611804,0.558553,-0.390824,-0.387882}"
36913629@7_0-36913629@7_32,36913629@7,Carlos Duque-Noriega,,0.006,"{Duque,'s,primary,rival,for,the,presidency,"","",Guillermo,Endara,"","",ran,atop,the,ticket,of,the,Democratic,Alliance,of,Civic,Opposition,-LRB-,ADOC,-RRB-,"","",a,coalition,of,parties,opposed,to,Noriega,.}",0,1,32,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[for],NGRAM_1_[a],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,-0.723081,-0.445243,-0.390824,-0.387882}"
569206@18_3-569206@18_7,569206@18,Jeanette Fitzsimons-Bill,,0.366,"{In,1998,"","",Fitzsimons,',Energy,Efficiency,Bill,was,drawn,from,the,member,'s,ballot,.}",3,1,7,1,1,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_['],STARTS_WITH_CAPITAL_[True_True],BETW_[poss],BETW_D_[poss],BETW_L_[poss]}","{-0.894855,0.585616,-0.387882,0.368033,0.368033,0.368033}"
17432161@2_0-17432161@2_15,17432161@2,Bill Dew-Jim Matheson,,0.042,"{Dew,received,the,Republican,nomination,"","",but,lost,in,the,general,election,to,Democratic,incumbent,Jim,Matheson,.}",0,1,15,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[in],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[but],""NGRAM_2_[in the]""}","{-0.894855,-0.611804,-0.390824,-0.387882,-0.293277,-0.21844}"
8146502@5_1-8146502@5_16,8146502@5,Pedro Eustache-Ernesto Santini,,0.842,"{Venezuelan-born,Pedro,Eustache,studied,first,in,Venezuela,under,maestros,Michel,Eustache,-LRB-,his,brother,-RRB-,"","",Ernesto,Santini,"","",Antonio,Jose,Naranjo,and,Glenn,Egner,while,becoming,a,member,of,maestro,Jose,Antonio,Abreu,'s,``,Venezuelan,Youth,National,Orchestra,'',-LRB-,now,known,as,``,El,Sistema,'',-RRB-,.}",1,2,16,2,2,"{NGRAM_1_[brother],W_NER_L_1_R_1_[O]_[O],LENGTHS_[2_3],NGRAM_1_[in],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{3.57238,-0.894855,0.77964,-0.611804,-0.390824,-0.387882}"
21805707@11_0-21805707@11_6,21805707@11,James Edmund Boyd-William McKinley,,0.228,"{Boyd,received,a,recess,appointment,from,William,McKinley,on,July,11,"","",1900,"","",to,a,seat,vacated,by,Hamilton,G.,Ewart,.}",0,1,6,2,2,"{""NER_SEQ_[O O O O O]"",W_NER_L_1_R_1_[O]_[O],""W_NER_L_1_R_3_[O]_[O DATE DATE]"",NGRAM_1_[a],STARTS_WITH_CAPITAL_[True_True],LENGTHS_[0_3]}","{0.984072,-0.894855,-0.543266,-0.445243,-0.387882,0.386867}"
7993980@24_7-7993980@24_53,7993980@24,Brian VanGorder-Odell Thurman,,0.038,"{During,his,Georgia,tenure,"","",six,of,VanGorder,'s,players,were,selected,in,the,first,two,rounds,of,the,NFL,Draft,"","",including,defensive,tackle,Johnathan,Sullivan,"","",safety,Thomas,Davis,and,defensive,end,David,Pollack,in,the,first,round,"","",and,safety,Sean,Jones,and,linebackers,Boss,Bailey,"","",as,well,as,Odell,Thurman,in,the,second,round,.}",7,1,53,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[as],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[and]}","{-0.894855,0.786038,-0.680385,0.616367,-0.611804,0.558553}"
37101534@12_0-37101534@12_9,37101534@12,Albert Grajales-Nolasco Grajales,,0,"{Grajales,',first,martial,arts,instructor,was,his,father,Nolasco,Grajales,"","",but,it,was,at,the,age,of,nine,that,he,started,his,journey,in,the,martial,arts,.}",0,1,9,2,2,"{W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[.]_[,]"",NGRAM_1_[be],NGRAM_1_['],LENGTHS_[1_3],""BETW_L_[poss nsubj]""}","{-0.894855,0.841349,0.616367,0.585616,0.547592,0.421788}"
38152130@33_31-38152130@33_7,38152130@33,Adam Dulęba-Zofia Dul,,0.004,"{After,World,War,I,"","",Adam,and,Zofia,Dul,ba,"","",together,with,their,children,"","",had,lived,off,the,income,from,an,agricultural,farm,and,a,dairy,plant,founded,by,Adam,Dul,ba,in,ubnice,.}",31,2,7,2,2,"{INV_LENGTHS_[1_1],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O],INV_NGRAM_1_[have]}","{-1.69593,-0.96833,-0.866231,0.382263,-0.377028,-0.337838}"
1187183@125_11-1187183@125_18,1187183@125,William Bonin-James Munro,,0.188,"{On,June,2,"","",the,same,day,as,police,surveillance,of,Bonin,began,"","",Bonin,"","",accompanied,by,James,Munro,"","",enticed,an,18-year-old,print,shop,worker,named,Steven,Jay,Wells,from,a,bus,stop,on,El,Segundo,Boulevard,into,Bonin,'s,van,.}",11,1,18,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],""W_LEMMA_L_1_R_1_[of]_[,]"",""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O O O]_[O O]""}","{-0.894855,0.786038,0.583167,-0.390824,-0.387882,-0.344708}"
2347652@3_0-2347652@3_4,2347652@3,Henry Eeles Dresser-Thirsk,,0,"{Dresser,'s,father,left,Thirsk,in,1840,41,to,become,a,bank,manager,in,Leeds,before,moving,south,to,set,up,business,as,a,commission,merchant,in,the,Baltic,timber,business,in,London,in,1846,.}",0,1,4,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],""W_NER_L_1_R_3_[O]_[O DATE DATE]"",STARTS_WITH_CAPITAL_[True_True],NGRAM_1_[father],NGRAM_1_[leave]}","{-1.69942,-0.894855,-0.543266,-0.387882,0.330774,-0.330042}"
30239158@8_0-30239158@8_18,30239158@8,Joe Schomacker-Ted Winter,,0.144,"{Schomacker,was,first,elected,to,the,House,in,2010,"","",rebuffing,longtime,former,state,representative,and,majority,leader,Ted,Winter,in,his,bid,to,return,to,the,state,legislature,.}",0,1,18,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],NGRAM_1_[in],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-0.894855,0.616367,-0.611804,0.558553,-0.390824,-0.387882}"
18748173@10_10-18748173@10_15,18748173@10,Richard B. Fitzgerald-Robert,,0.33,"{At,night,"","",his,more,studious,brother,Robert,would,teach,Richard,and,his,siblings,what,Robert,had,learned,in,school,that,day,"","",as,both,Richard,and,their,brother,William,-LRB-,``,Billy,'',-RRB-,worked,in,their,father,s,brickyard,rather,than,attend,the,local,Quaker,school,.}",10,1,15,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],""NGRAM_2_[and he]"",NGRAM_1_[sibling],NGRAM_1_[and],STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,0.697986,0.639372,0.558553,-0.387882}"
27514474@40_8-27514474@40_1,27514474@40,Allen Dorfman-Hoffa,,0.076,"{After,Hoffa,went,to,prison,in,1967,"","",Dorfman,took,control,of,the,Central,States,Pension,fund,.}",8,1,1,1,1,"{INV_LENGTHS_[1_1],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_W_NER_L_3_R_2_[O O O]_[O O]"",INV_NGRAM_1_[to],""INV_NGRAM_1_[,]""}","{-1.69593,-0.96833,-0.866231,0.40748,-0.392293,0.382263}"
42542978@7_8-42542978@7_17,42542978@7,Zhang Juyong-Li Jianxun,,0.156,"{Xu,"","",upon,assuming,the,throne,"","",commissioned,Zhang,Juyong,"","",as,well,as,Zhang,Yanhan,and,Li,Jianxun,"","",chancellors,"","",with,the,designation,``,Tong,Zhongshu,Menxia,Pingzhangshi,'',.}",8,2,17,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[as],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O O O]_[O O]""}","{-0.894855,-0.680385,0.558553,-0.390824,-0.387882,-0.344708}"
37551514@5_10-37551514@5_20,37551514@5,"Nadine, Countess of Shrewsbury-Anthony Lowther",,0.698,"{Lord,Shrewsbury,sued,for,divorce,in,1958,"","",claiming,that,Nadine,had,been,sexually,involved,with,their,daughters,',tutor,Anthony,Lowther,but,in,1959,judge,Charles,A.,Collingwood,rejected,the,divorce,suit,"","",finding,that,Lord,Shrewsbury,had,committed,adultery,with,Nina,Mortlock,.}",10,1,20,2,2,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[be],NGRAM_1_['],LENGTHS_[1_3],NGRAM_1_[have],STARTS_WITH_CAPITAL_[True_True]}","{-0.894855,0.616367,0.585616,0.547592,0.463153,-0.387882}"
8465244@8_0-8465244@8_14,8465244@8,Roddy Hunter-Clyde,,0.008,"{Hunter,scored,Clyde,'s,goal,in,the,Scottish,Challenge,Cup,Final,2006,"","",though,Clyde,were,defeated,on,penalties,.}",0,1,14,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[in],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O O O]_[O O]""}","{-1.69942,-0.894855,-0.611804,-0.390824,-0.387882,-0.344708}"
1562948@69_0-1562948@69_2,1562948@69,Tim Wallis-Prue Hazledine,,0.028,"{Wallis,married,Prue,Hazledine,on,22,August,1974,in,Pretoria,while,they,were,on,a,trip,to,South,Africa,.}",0,1,2,2,2,"{W_NER_L_1_R_1_[O]_[O],NER_SEQ_[O],LENGTHS_[1_2],""W_NER_L_1_R_3_[O]_[O DATE DATE]"",""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]""}","{-0.894855,-0.872583,0.786038,-0.543266,-0.460478,-0.460478}"
53294@134_12-53294@134_6,53294@134,"John of Gaunt, 1st Duke of Lancaster-de Roet",,0.038,"{Chaucer,married,Philippa,-LRB-,Pan,-RRB-,de,Roet,in,1366,"","",and,Lancaster,took,his,mistress,of,nearly,30,years,"","",Katherine,Swynford,-LRB-,de,Roet,-RRB-,"","",who,was,Philippa,Chaucer,'s,sister,"","",as,his,third,wife,in,1396,.}",12,1,6,2,2,"{INV_LENGTHS_[1_1],IS_INVERTED,""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[MISC O]_[O]"",""INV_W_NER_L_2_R_2_[MISC O]_[O O]""}","{-1.69593,-0.866231,0.382263,-0.377028,-0.238659,-0.204487}"
27820518@7_0-27820518@7_18,27820518@7,Tracy Wright-Leslie Spit Treeo,,0.03,"{Wright,also,acted,in,Bob,Wiseman,'s,video,``,We,Got,Time,'',in,1989,"","",along,with,Leslie,Spit,Treeo,and,Don,McKellar,"","",and,she,is,the,subject,of,a,song,by,Wiseman,"","",entitled,``,Mothface@yahoo.ca,'',from,his,2013,release,``,Giulietta,Masina,at,the,Oscars,Crying,'',.}",0,1,18,3,3,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[in],NGRAM_1_[``],LENGTHS_[1_3],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True]}","{-0.894855,-0.611804,-0.569403,0.547592,-0.390824,-0.387882}"
3550079@8_6-3550079@8_18,3550079@8,Blas María de la Garza Falcón-Nicol,,0.456,"{After,the,death,of,Catarina,"","",Garza,Falc,n,married,Josefa,de,los,Santos,Coy,"","",daughter,of,Nicol,s,de,los,Santos,Coy,"","",alcalde,of,Cerralvo,"","",and,Ana,Mar,a,Guerra,.}",6,2,18,1,1,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[marry],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O LOCATION O]_[O O]"",""W_NER_L_2_R_2_[LOCATION O]_[O O]""}","{-0.894855,-0.456326,-0.390824,-0.387882,0.374414,0.34847}"
40995976@4_0-40995976@4_4,40995976@4,Harry Rilling-Richard A. Moccia,,0,"{Rilling,defeated,incumbent,mayor,Richard,A.,Moccia,.}",0,1,4,3,3,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_3],""BETW_L_[nsubj dobj]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_1_[PERSON PERSON O]_[O]"",""W_NER_L_2_R_1_[PERSON O]_[O]""}","{-0.894855,0.547592,-0.424388,-0.387882,0.214544,-0.132835}"
37367905@41_3-37367905@41_5,37367905@41,Lionel Gilbert-Eric Dunlop,,0,"{In,1962,"","",Gilbert,succeeded,Eric,Dunlop,as,Honorary,Curator,of,the,Armidale,City,Council,'s,Folk,Museum,"","",serving,in,the,position,until,1982,.}",3,1,5,2,2,"{W_NER_L_1_R_1_[O]_[O],NER_SEQ_[O],LENGTHS_[1_2],""BETW_L_[nsubj dobj]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_1_R_2_[O]_[O O]""}","{-0.894855,-0.872583,0.786038,-0.424388,-0.387882,-0.301129}"
1099695@57_0-1099695@57_4,1099695@57,Teo Macero-Davis,,0.004,"{Macero,recalls,that,when,Davis,told,him,that,he,wanted,to,call,it,``,Bitches,Brew,'',"","",``,I,thought,he,was,kidding,.,''}",0,1,4,1,1,"{LENGTHS_[1_1],NGRAM_1_[that],W_NER_L_1_R_1_[O]_[O],STARTS_WITH_CAPITAL_[True_True],""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_1_R_2_[O]_[O O]""}","{-1.69942,-1.15783,-0.894855,-0.387882,-0.344708,-0.301129}"
35554568@11_8-35554568@11_5,35554568@11,Humphrey Swynnerton-Helen Swynnerton,,0.696,"{Littleton,had,been,married,to,Helen,Swynnerton,"","",Humphrey,'s,aunt,.}",8,1,5,2,2,"{INV_LENGTHS_[1_3],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O]}","{1.06935,-0.96833,-0.866231,0.40748,0.382263,-0.377028}"
18175929@21_38-18175929@21_23,18175929@21,Arthur Frederick Ostrander-J. P. Jackson,,0,"{Poe,approached,the,Ostrander,family,with,a,proposition,;,if,Arthur,would,assist,him,full-time,"","",he,and,his,two,assistants,"","",-LRB-,J.,P.,Jackson,"","",M.D.,"","",and,Francis,Morgan,"","",M.D.,-RRB-,would,privately,tutor,Arthur,through,high,school,.}",38,1,23,3,3,"{INV_LENGTHS_[1_2],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[-rrb-],""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_NGRAM_1_[,]""}","{1.17497,-0.96833,-0.866231,-0.502914,0.40748,0.382263}"
28393493@21_4-28393493@21_11,28393493@21,Chris Arena-Stefan Skarbek,,0,"{In,Fall,2012,"","",Arena,and,British,songwriter,and,producer,"","",Stefan,Skarbek,collaborated,on,a,new,band,"","",Blackout,Cash,that,would,feature,Indie,Rock,infused,with,EDM,.}",4,1,11,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[1_2],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_1_R_2_[O]_[O O]""}","{-0.894855,0.786038,0.558553,-0.390824,-0.387882,-0.301129}"
168615@26_19-168615@26_27,168615@26,Paulina Rubio-Erik Rub n,,0.186,"{The,original,band,had,seven,members,:,Alix,Bauer,"","",Benny,Ibarra,"","",Diego,Schoening,"","",Mariana,Garza,"","",Paulina,Rubio,"","",Sasha,S,kol,"","",and,Erik,Rub,n,-LRB-,who,joined,a,year,later,-RRB-,.}",19,2,27,3,3,"{W_NER_L_1_R_1_[O]_[O],NGRAM_1_[and],""NGRAM_1_[,]"",STARTS_WITH_CAPITAL_[True_True],""W_NER_L_1_R_2_[O]_[O O]"",""W_NER_L_3_R_3_[PERSON PERSON O]_[O O O]""}","{-0.894855,0.558553,-0.390824,-0.387882,-0.301129,0.224302}"
13709423@27_14-13709423@27_2,13709423@27,Don Carlos Young-Angell,,0.008,"{Thus,as,Angell,is,considered,the,primary,architect,of,the,temple,'s,exterior,"","",Young,is,considered,the,primary,architect,for,its,interior,.}",14,1,2,1,1,"{INV_LENGTHS_[1_1],INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[of],INV_NGRAM_1_['s],INV_NGRAM_1_[be]}","{-1.69593,-0.96833,-0.866231,-0.677554,-0.639043,-0.426536}"
33954@334_0-33954@334_25,33954@334,William Ewart Gladstone-Salisbury,,0.002,"{Gladstone,'s,conversion,to,a,policy,of,Home,Rule,in,late,1885,-LRB-,the,``,Hawarden,Kite,'',-RRB-,resulted,in,the,fall,of,Lord,Salisbury,'s,Government,.}",0,1,25,1,1,"{LENGTHS_[1_1],W_NER_L_1_R_1_[O]_[O],NGRAM_1_[in],NGRAM_1_[``],NGRAM_1_[a],STARTS_WITH_CAPITAL_[True_True]}","{-1.69942,-0.894855,-0.611804,-0.569403,-0.445243,-0.387882}"
23738757@10_27-23738757@10_15,23738757@10,"Ernst Ludwig, Duke of Pomerania-Barth",,0.046,"{Because,Bogislaw,and,Barnim,immediately,renounced,their,positions,and,were,compensated,with,the,domains,of,Barth,and,Neuenkamp,and,the,domain,of,R,genwalde,"","",respectively,"","",Ernst,Ludwig,got,to,rule,his,share,alone,.}",27,2,15,1,1,"{INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[of],INV_LENGTHS_[2_1],""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_NGRAM_1_[,]""}","{-0.96833,-0.866231,-0.677554,-0.414514,0.40748,0.382263}"
44939634@10_24-44939634@10_0,44939634@10,John Shannon Munn-Bowring,,0.1,"{Bowring,-LRB-,later,Sir,Edgar,-RRB-,later,became,a,director,at,Bowring,Brothers,-LRB-,established,by,his,grandfather,"","",Benjamin,Bowring,-RRB-,"","",and,John,Shannon,Munn,became,his,protege,at,the,firm,after,completing,his,education,.}",24,3,0,1,1,"{INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,INV_NGRAM_1_[-rrb-],""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_NGRAM_1_[,]"",INV_W_NER_L_1_R_1_[O]_[O]}","{-0.96833,-0.866231,-0.502914,0.40748,0.382263,-0.377028}"
35005305@21_10-35005305@21_14,35005305@21,"Louis Frederick I, Prince of Schwarzburg-Rudolstadt-Anna Sophie",,0.074,"{On,15,October,1691,at,Friedenstein,Castle,in,Gotha,"","",Louis,Frederick,I,married,Anna,Sophie,"","",the,daughter,of,Duke,Frederick,I,of,Saxe-Gotha-Altenburg,.}",10,2,14,2,2,"{W_NER_L_1_R_1_[O]_[O],LENGTHS_[3_2],""BETW_[nsubj marry dobj]"",""BETW_D_[nsubj marry dobj]"",NGRAM_1_[marry],""BETW_L_[nsubj dobj]""}","{-0.894855,0.819547,-0.460478,-0.460478,-0.456326,-0.424388}"
2963360@69_14-2963360@69_7,2963360@69,Emperor Wen of Chen-Zhou Di,,0.282,"{Chen,Baoying,"","",Liu,Yi,"","",and,Zhou,Di,regrouped,together,and,resisted,Emperor,Wen,'s,forces,and,prepared,to,counterattack,.}",14,1,7,2,2,"{INV_STARTS_WITH_CAPITAL_[True_True],IS_INVERTED,""INV_NER_SEQ_[O O O O O]"",INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_3_R_3_[PERSON O O]_[O O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]""}","{-0.96833,-0.866231,0.451901,-0.377028,0.282535,0.195746}"
