relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
14538421@25_0-14538421@25_4,14538421@25,Sophia Duleep Singh-Frederick Duleep Singh,,0.928,"{Sophia,'s,brothers,included,Frederick,Duleep,Singh,"","",while,among,her,two,blood,sisters,was,the,suffragette,Catherine,Duleep,Singh,and,Bamba,Duleep,Singh,.}",0,1,4,3,3,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,NGRAM_1_[include],""BETW_L_[poss nsubj dobj]""}","{3.54997,-0.689348,0.377358,-0.374931,0.139508,0.109181}"
146608@7_0-146608@7_6,146608@7,Cearbhall Ó Dálaigh-Aonghus,,0.936,"{Cearbhall,had,an,older,brother,;,Aonghus,"","",and,two,younger,sisters,;,na,and,Nuala,.}",0,1,6,1,1,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[older],""BETW_L_[nsubj dep]"",people_between_bucket=0,""NGRAM_2_[older brother]""}","{3.54997,-0.867132,0.624632,0.385653,-0.374931,0.188837}"
279548@8_0-279548@8_5,279548@8,Don Clarke-Ian,,0.922,"{Clarke,had,four,brothers,"","",Ian,"","",Douglas,"","",Brian,and,Graeme,all,of,whom,also,represented,Waikato,.}",0,1,5,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""BETW_L_[nsubj dobj appos]"",people_between_bucket=0,NGRAM_1_[four],""NGRAM_2_[four brother]""}","{3.54997,-0.689348,0.520329,-0.374931,0.147877,0.00443161}"
18247133@18_0-18247133@18_25,18247133@18,George Galloway-Graham,,0.972,"{Galloway,was,born,on,16,August,1954,in,Dundee,Maternity,Hospital,;,the,eldest,of,three,"","",he,has,a,younger,brother,and,sister,"","",Graham,and,Colette,.}",0,1,25,1,1,"{NGRAM_1_[brother],NGRAM_1_[sister],NGRAM_1_[bear],num_words_between_bucket=3,NGRAM_1_[younger],dep_path_length>5}","{3.54997,2.77679,0.979557,-0.969061,0.766178,-0.516699}"
29603999@4_0-29603999@4_26,29603999@4,Heneage Legge (1788–1844)-Arthur,,0.92,"{Legge,was,returned,to,parliament,for,Banbury,in,1819,"","",a,seat,he,held,until,1826,"","",when,he,was,succeeded,by,his,younger,brother,"","",Arthur,.}",0,1,26,1,1,"{NGRAM_1_[brother],num_words_between_bucket=3,NGRAM_1_[younger],dep_path_length>5,people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,-0.969061,0.766178,-0.516699,-0.374931,0.255212}"
19864134@12_13-19864134@12_18,19864134@12,Brian Blume-Kevin,,0.914,"{Gygax,"","",coming,into,financial,troubles,soon,after,"","",sold,TSR,Hobbies,to,Brian,Blume,and,his,brother,Kevin,"","",whom,Brian,got,nominated,to,TSR,'s,board,.}",13,2,18,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and],BETW_L_[conj_and]}","{3.54997,-0.689348,-0.374931,0.365005,0.364122,0.363277}"
16341@10_0-16341@10_4,16341@10,John Paul Jones-William Paul,,0.934,"{Paul,'s,older,brother,William,Paul,had,married,and,settled,in,Fredericksburg,"","",Virginia,"","",the,destination,of,many,of,the,youngster,'s,early,voyages,.}",0,1,4,2,2,"{NGRAM_1_[brother],num_words_between_bucket=0,NGRAM_1_[older],people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.624632,-0.374931,0.205387,0.204318}"
11482159@12_12-11482159@12_18,11482159@12,"Sir Thomas Temple, 1st Baronet, of Stowe-Alexander Temple",,0.934,"{His,daughter,Martha,'s,husband,was,the,step-son,and,ward,of,Sir,Thomas,',younger,brother,"","",Sir,Alexander,Temple,.}",12,1,18,2,2,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[younger],""BETW_L_[poss appos]"",people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,-0.867132,0.766178,0.420776,-0.374931,0.255212}"
1235541@7_0-1235541@7_8,1235541@7,"Louis, Dauphin of France, Duke of Burgundy-Philip",,0.942,"{Louis,grew,up,with,his,younger,brothers,;,Philip,"","",Duke,of,Anjou,"","",who,was,to,become,King,Philip,V,of,Spain,;,and,Charles,"","",Duke,of,Berry,.}",0,1,8,1,1,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[younger],""BETW_L_[nsubj dep]"",people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,-0.867132,0.766178,0.385653,-0.374931,0.255212}"
26284@224_18-26284@224_22,26284@224,Richard III of England-Clarence,,0.936,"{The,last,legitimate,male,Plantagenet,"","",Richard,'s,nephew,"","",Edward,"","",Earl,of,Warwick,-LRB-,son,of,Richard,III,'s,brother,Clarence,-RRB-,"","",was,executed,by,Henry,VII,in,1499,.}",18,2,22,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.377358,-0.374931,0.205387,0.204318}"
38753534@5_9-38753534@5_13,38753534@5,Aaron Hankinson-William,,0.928,"{His,father,purchased,363,acres,which,he,divided,between,Aaron,and,his,brother,William,-LRB-,1737,1796,-RRB-,.}",9,1,13,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and],BETW_L_[conj_and]}","{3.54997,-0.689348,-0.374931,0.365005,0.364122,0.363277}"
41626276@41_2-41626276@41_7,41626276@41,Ma Xifan-Ma Xigao,,0.916,"{Meanwhile,"","",Ma,Xifan,'s,younger,brother,Ma,Xigao,-LRB-,-RRB-,"","",born,of,Lady,Hua,"","",had,been,serving,as,the,military,governor,of,Jingjiang,Circuit,-LRB-,"","",headquartered,in,modern,Guilin,"","",Guangxi,-RRB-,"","",and,governed,the,circuit,well,.}",2,2,7,2,2,"{NGRAM_1_[brother],NGRAM_1_[younger],num_words_between_bucket=0,people_between_bucket=0,""NGRAM_2_[younger brother]"",BETW_D_[poss]}","{3.54997,0.766178,-0.689348,-0.374931,0.255212,0.205387}"
26078495@10_13-26078495@10_17,26078495@10,Tommy Furey-Patsy,,0.924,"{With,the,failure,of,the,rebellion,in,Dublin,the,Galway,companies,disbanded,"","",Furey,and,his,brother,Patsy,returning,home,.}",13,1,17,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and],BETW_L_[conj_and]}","{3.54997,-0.689348,-0.374931,0.365005,0.364122,0.363277}"
12696528@30_0-12696528@30_4,12696528@30,Louis L. Redding-J. Saunders Redding,,0.922,"{Redding,'s,brother,"","",J.,Saunders,Redding,"","",was,a,noted,author,and,college,professor,.}",0,1,4,3,3,"{NGRAM_1_[brother],num_words_between_bucket=0,""BETW_L_[poss appos]"",""NGRAM_2_['s brother]"",people_between_bucket=0,""BETW_D_[poss brother appos]""}","{3.54997,-0.689348,0.420776,0.377358,-0.374931,0.223824}"
3770327@6_0-3770327@6_5,3770327@6,Dicky Richards-Joseph,,0.95,"{Richards,',two,brothers,"","",Joseph,and,Alfred,"","",played,first-class,cricket,for,Western,Province,and,Alfred,played,once,for,South,Africa,in,1895-96,.}",0,1,5,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""BETW_L_[poss appos]"",people_between_bucket=0,""BETW_[poss brother appos]"",""BETW_D_[poss brother appos]""}","{3.54997,-0.689348,0.420776,-0.374931,0.223824,0.223824}"
22844343@16_4-22844343@16_13,22844343@16,Alexander Aris-Kim Aris,t,0.972,"{At,the,time,"","",Alexander,Aris,-LRB-,age,18,-RRB-,and,his,brother,Kim,Aris,-LRB-,age,14,-RRB-,accepted,the,Prize,on,their,mother,'s,behalf,.}",4,2,13,2,2,"{NGRAM_1_[brother],num_words_between_bucket=1,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and],BETW_L_[conj_and]}","{3.54997,-0.867132,-0.374931,0.365005,0.364122,0.363277}"
28191650@18_7-28191650@18_10,28191650@18,Roger fitzReinfrid-Walter,,0.92,"{After,the,death,of,King,Henry,"","",Roger,'s,brother,Walter,was,put,in,charge,of,England,while,Henry,'s,son,Richard,I,was,away,on,Crusade,from,1191,to,1193,.}",7,1,10,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.377358,-0.374931,0.205387,0.204318}"
31540439@11_0-31540439@11_5,31540439@11,Taj Khan Karrani-Sulaiman Khan Karrani,,0.954,"{Taj,'s,younger,brother,"","",Sulaiman,Khan,Karrani,"","",succeeded,him,.}",0,1,5,3,3,"{NGRAM_1_[brother],NGRAM_1_[younger],num_words_between_bucket=0,""BETW_L_[poss appos]"",people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,0.766178,-0.689348,0.420776,-0.374931,0.255212}"
5591380@77_0-5591380@77_5,5591380@77,Omar Daley-Keammar,,0.964,"{Daley,'s,younger,brother,"","",Keammar,"","",is,also,a,footballer,"","",playing,as,a,winger,for,Preston,North,End,.}",0,1,5,1,1,"{NGRAM_1_[brother],NGRAM_1_[younger],num_words_between_bucket=0,""BETW_L_[poss appos]"",people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,0.766178,-0.689348,0.420776,-0.374931,0.255212}"
6624920@39_0-6624920@39_14,6624920@39,Bob Hastings-Don Hastings,t,0.936,"{Hastings,is,the,older,brother,of,longtime,``,As,the,World,Turns,'',star,Don,Hastings,.}",0,1,14,2,2,"{NGRAM_1_[brother],num_words_between_bucket=2,NGRAM_1_[older],""BETW_L_[nsubj dep]"",people_between_bucket=0,""NGRAM_2_[older brother]""}","{3.54997,-1.08131,0.624632,0.385653,-0.374931,0.188837}"
25839773@4_0-25839773@4_3,25839773@4,Mark Dempsie-Allan,,0.902,"{Dempsie,'s,brother,Allan,also,played,for,Hibs,.}",0,1,3,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.377358,-0.374931,0.205387,0.204318}"
7991998@15_0-7991998@15_8,7991998@15,Cameron Welsh-Garth Welsh,,0.984,"{Cameron,is,the,younger,brother,of,celebrity,chef,Garth,Welsh,"","",currently,resident,at,W,Hotel,&,Residences,"","",Guangzhou,"","",China}",0,1,8,2,2,"{NGRAM_1_[brother],num_words_between_bucket=1,""BETW_L_[nsubj prep_of]"",NGRAM_1_[younger],people_between_bucket=0,""BETW_D_[nsubj brother prep_of]""}","{3.54997,-0.867132,0.832732,0.766178,-0.374931,0.315299}"
17607572@18_0-17607572@18_11,17607572@18,Şevket Pamuk-Orhan Pamuk,,0.958,"{Pamuk,is,also,the,older,brother,of,Nobel,Prize-winning,Turkish,novelist,Orhan,Pamuk,.}",0,1,11,2,2,"{NGRAM_1_[brother],num_words_between_bucket=2,""BETW_L_[nsubj prep_of]"",NGRAM_1_[older],people_between_bucket=0,""BETW_D_[nsubj brother prep_of]""}","{3.54997,-1.08131,0.832732,0.624632,-0.374931,0.315299}"
5732644@7_0-5732644@7_8,5732644@7,Stefani Dailly-Christian Dailly,,0.912,"{Stefani,is,the,sister,of,Charlton,Athletic,defender,Christian,Dailly,.}",0,1,8,2,2,"{NGRAM_1_[sister],num_words_between_bucket=1,""BETW_L_[nsubj prep_of]"",people_between_bucket=0,""BETW_[nsubj sister prep_of]"",""BETW_D_[nsubj sister prep_of]""}","{2.77679,-0.867132,0.832732,-0.374931,0.182169,0.182169}"
34787220@4_25-34787220@4_28,34787220@4,"Margaret of Holland, Countess of Henneberg-William II",,0.936,"{This,marriage,had,political,background,"","",because,Hermann,had,hoped,to,be,elected,King,of,the,Germans,earlier,in,1246,"","",but,had,lost,to,Margaret,'s,brother,William,II,.}",25,1,28,2,2,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.377358,-0.374931,0.205387,0.204318}"
514619@12_0-514619@12_6,514619@12,Enver Pasha-Nuri Kamil,,0.936,"{Enver,had,two,younger,brothers,"","",Nuri,and,Mehmed,Kamil,"","",and,two,younger,sisters,"","",Hasene,and,Mediha,.}",0,1,6,2,2,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[younger],people_between_bucket=0,""BETW_L_[nsubj null null]"",""NGRAM_2_[younger brother]""}","{3.54997,-0.867132,0.766178,-0.374931,0.286276,0.255212}"
40521993@4_0-40521993@4_5,40521993@4,Steve Wieck-Stewart Wieck,,0.94,"{Steve,Wieck,and,his,brother,Stewart,Wieck,had,their,first,published,work,in,1986,as,the,adventure,``,The,Secret,in,the,Swamp,'',for,``,Villains,&,Vigilantes,'',from,FGU,.}",0,2,5,2,2,"{NGRAM_1_[brother],num_words_between_bucket=0,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and],BETW_L_[conj_and]}","{3.54997,-0.689348,-0.374931,0.365005,0.364122,0.363277}"
9042160@2_6-9042160@2_18,9042160@2,John Trevor (1563–1630)-Richard Trevor,,0.928,"{He,was,the,second,son,of,John,Trevor,of,Trevalyn,"","",Denbighshire,"","",and,the,younger,brother,of,Richard,Trevor,and,older,brother,of,Thomas,Trevor,and,Sackville,Trevor,.}",6,2,18,2,2,"{NGRAM_1_[brother],num_words_between_bucket=2,NGRAM_1_[younger],people_between_bucket=0,""NGRAM_2_[younger brother]"",""BETW_L_[prep_of conj_and prep_of]""}","{3.54997,-1.08131,0.766178,-0.374931,0.255212,0.0978597}"
1479166@5_0-1479166@5_6,1479166@5,Rocky Kansas-Joe,,0.942,"{Rocky,was,the,younger,brother,of,Joe,``,Kid,'',Kansas,-LRB-,Tozzo,-RRB-,"","",and,older,brother,of,boxer,Tony,Tozzo,.}",0,1,6,1,1,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[younger],people_between_bucket=0,""NGRAM_2_[younger brother]"",""BETW_L_[nsubj prep_of nn]""}","{3.54997,-0.867132,0.766178,-0.374931,0.255212,-0.156732}"
28467618@16_0-28467618@16_5,28467618@16,"Thomas Courtenay, 6th Earl of Devon-Henry",,0.986,"{Courtenay,'s,younger,brother,"","",Henry,"","",had,been,granted,several,manors,by,King,Edward,IV,on,27,July,1461,"","",and,these,manors,were,also,forfeited,by,his,elder,brother,'s,attainder,.}",0,1,5,1,1,"{NGRAM_1_[brother],NGRAM_1_[younger],num_words_between_bucket=0,""BETW_L_[poss appos]"",people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,0.766178,-0.689348,0.420776,-0.374931,0.255212}"
11691513@9_0-11691513@9_6,11691513@9,Saad Mohseni-Zaid Mohseni,,0.904,"{Mohseni,has,two,younger,brothers,"","",Zaid,and,Jahid,Mohseni,"","",and,younger,sister,Wajma,.}",0,1,6,2,2,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[younger],people_between_bucket=0,""BETW_L_[nsubj null null]"",""NGRAM_2_[younger brother]""}","{3.54997,-0.867132,0.766178,-0.374931,0.286276,0.255212}"
10457803@3_0-10457803@3_12,10457803@3,Otto Beit-Alfred Beit,t,0.982,"{Beit,was,born,in,Hamburg,"","",Germany,"","",the,younger,brother,of,Alfred,Beit,"","",into,the,Jewish,family,of,an,affluent,Hamburg,trader,.}",0,1,12,2,2,"{NGRAM_1_[brother],num_words_between_bucket=2,NGRAM_1_[bear],NGRAM_1_[younger],people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,-1.08131,0.979557,0.766178,-0.374931,0.255212}"
50920@21_0-50920@21_4,50920@21,Seamus Heaney-Christopher,t,0.976,"{Heaney,'s,brother,"","",Christopher,"","",was,killed,in,a,road,accident,at,the,age,of,four,while,Heaney,was,studying,at,St.,Columb,'s,.}",0,1,4,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""BETW_L_[poss appos]"",""NGRAM_2_['s brother]"",people_between_bucket=0,""BETW_[poss brother appos]""}","{3.54997,-0.689348,0.420776,0.377358,-0.374931,0.223824}"
44638556@19_0-44638556@19_6,44638556@19,Mike Dudek-Danny,,0.926,"{Dudek,has,an,older,brother,"","",Danny,"","",who,played,college,football,for,Dayton,.}",0,1,6,1,1,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[older],""BETW_L_[nsubj dobj appos]"",people_between_bucket=0,""NGRAM_2_[older brother]""}","{3.54997,-0.867132,0.624632,0.520329,-0.374931,0.188837}"
15833059@11_10-15833059@11_13,15833059@11,Maccus mac Arailt-Gofraid,,0.918,"{The,``,Brut,y,Tywysogion,'',states,that,it,was,Maccus,'s,brother,Gofraid,who,led,this,attack,.}",10,1,13,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.377358,-0.374931,0.205387,0.204318}"
431207@4_0-431207@4_6,431207@4,Gregor Strasser-Otto,,0.97,"{Gregor,Strasser,and,his,younger,brother,Otto,were,born,into,the,family,of,a,Catholic,judicial,officer,who,lived,in,the,Upper,Bavarian,market,town,of,Geisenfeld,.}",0,2,6,1,1,"{NGRAM_1_[brother],NGRAM_1_[younger],num_words_between_bucket=0,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and]}","{3.54997,0.766178,-0.689348,-0.374931,0.365005,0.364122}"
4357714@19_4-4357714@19_8,4357714@19,Mainul Hosein-Anwar Hossain Manju,,0.922,"{According,to,insiders,"","",Mainul,and,his,brother,Anwar,Hossain,Manju,were,battling,a,court,case,regarding,Printer,and,Publisher,titles,of,the,Daily,Ittefaq,.}",4,1,8,3,3,"{NGRAM_1_[brother],num_words_between_bucket=0,people_between_bucket=0,BETW_[conj_and],BETW_D_[conj_and],BETW_L_[conj_and]}","{3.54997,-0.689348,-0.374931,0.365005,0.364122,0.363277}"
39947869@15_5-39947869@15_8,39947869@15,Laurens van der Hem-Herman,,0.932,"{Southwest,France,was,drawn,by,Laurens,',brother,Herman,"","",who,died,a,bachelor,in,Bordeaux,.}",5,1,8,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,people_between_bucket=0,BETW_D_[poss],BETW_L_[poss],BETW_[poss]}","{3.54997,-0.689348,-0.374931,0.205387,0.204318,0.204118}"
5844832@31_0-5844832@31_6,5844832@31,Ray Gricar-Roy,,0.93,"{Ray,Gricar,'s,older,brother,"","",Roy,"","",disappeared,from,his,West,Chester,"","",Ohio,"","",home,in,May,1996,.}",0,2,6,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,NGRAM_1_[older],""BETW_L_[poss appos]"",people_between_bucket=0,""BETW_D_[poss brother appos]""}","{3.54997,-0.689348,0.624632,0.420776,-0.374931,0.223824}"
5545236@4_6-5545236@4_27,5545236@4,Barry Cowsill-Bill Cowsill,t,0.924,"{The,fifth,of,seven,children,"","",Cowsill,soon,became,the,drummer,-LRB-,and,later,the,bass,guitar,player,-RRB-,of,the,band,initially,formed,by,his,brothers,Bill,and,Bob,Cowsill,"","",playing,popular,tunes,at,local,dance,clubs,.}",6,1,27,2,2,"{NGRAM_1_[brother],num_words_between_bucket=3,people_between_bucket=0,""BETW_L_[nsubj null null]"",NGRAM_1_[soon],NGRAM_1_[become]}","{3.54997,-0.969061,-0.374931,0.286276,-0.0829943,-0.0580687}"
2270569@34_0-2270569@34_11,2270569@34,Shivappa Nayaka-Chikka Venkatappa Nayaka,,0.924,"{Shivappa,Nayaka,was,succeeded,on,the,throne,by,his,younger,brother,Chikka,Venkatappa,Nayaka,in,1660,.}",0,2,11,3,3,"{NGRAM_1_[brother],num_words_between_bucket=1,NGRAM_1_[younger],people_between_bucket=0,""NGRAM_2_[younger brother]"",NGRAM_1_[succeed]}","{3.54997,-0.867132,0.766178,-0.374931,0.255212,0.185522}"
13275737@9_0-13275737@9_3,13275737@9,Samuel Lincoln-Thomas,,0.91,"{Samuel,'s,brother,Thomas,"","",who,settled,in,1635,in,Hingham,"","",Massachusetts,"","",where,he,was,granted,a,house,lot,by,the,town,"","",later,left,at,his,decease,a,great,deal,of,his,property,"","",including,several,house,lots,"","",to,Samuel,and,to,his,nephews,.}",0,1,3,1,1,"{NGRAM_1_[brother],num_words_between_bucket=0,""NGRAM_2_['s brother]"",people_between_bucket=0,BETW_D_[poss],BETW_L_[poss]}","{3.54997,-0.689348,0.377358,-0.374931,0.205387,0.204318}"
4066388@6_8-4066388@6_21,4066388@6,"John Adolf, Duke of Holstein-Gottorp-John Frederick",,0.942,"{After,succeeding,in,1590,his,father,as,ruling,Duke,the,Bremian,Chapter,enforced,his,resignation,in,favour,of,his,younger,brother,John,Frederick,"","",Duke,of,Schleswig-Holstein-Gottorp,.}",8,1,21,2,2,"{NGRAM_1_[brother],num_words_between_bucket=2,NGRAM_1_[younger],people_between_bucket=0,""NGRAM_2_[younger brother]"",NGRAM_1_[favour]}","{3.54997,-1.08131,0.766178,-0.374931,0.255212,0.0500411}"
8171026@18_3-8171026@18_21,8171026@18,William Fletcher Weld-Stephen Minot Weld,,0.928,"{In,1870,"","",Weld,donated,money,to,Harvard,for,a,dormitory,to,be,built,in,memory,of,his,younger,brother,"","",Stephen,Minot,Weld,.}",3,1,21,3,3,"{NGRAM_1_[brother],num_words_between_bucket=2,NGRAM_1_[younger],""BETW_L_[nsubj dep]"",people_between_bucket=0,""NGRAM_2_[younger brother]""}","{3.54997,-1.08131,0.766178,0.385653,-0.374931,0.255212}"
